behavior_id,customer_id,device_id,behavior_risk_score,current_city
BH008877,C01837,D00339,13.73,Khora 
BH008878,C01693,D00238,12.02,Vellore
BH008879,C00631,D00927,54.23,Jamnagar
BH008880,C01815,D00511,63.86,Gandhinagar
BH008881,C01010,D00449,53.67,Ghaziabad
BH008882,C00733,D00857,88.05,Bharatpur
BH008883,C01288,D00110,49.05,Amravati
BH008884,C00039,D00078,32.19,Ongole
BH008885,C01050,D01253,36.43,Jamnagar
BH008886,C00214,D00734,74.68,Sangli-Miraj & Kupwad
BH008887,C00308,D00846,49.76,Ramgarh
BH008888,C00361,D01263,84.47,Kakinada
BH008889,C01925,D01015,20.03,Gurgaon
BH008890,C00717,D00685,24.73,Dindigul
BH008891,C00542,D00700,57.64,Buxar
BH008892,C01519,D00460,87.26,Dindigul
BH008893,C01143,D00961,82.52,Buxar
BH008894,C01702,D00395,35.7,Phagwara
BH008895,C00043,D00085,98.44,Ramgarh
BH008896,C01440,D00031,16.9,Muzaffarpur
BH008897,C00436,D00248,0.44,Surat
BH008898,C01845,D01118,57.37,Belgaum
BH008899,C01387,D00223,4.62,Phusro
BH008900,C00840,D00433,55.26,Berhampore
BH008901,C00418,D01027,4.86,Kadapa
BH008902,C01685,D00298,35.27,Nagaon
BH008903,C01459,D01249,11.64,Nashik
BH008904,C00034,D00245,23.54,Bally
BH008905,C00644,D00185,50.35,Nellore
BH008906,C01986,D00781,88.65,Hosur
BH008907,C01272,D00521,23.95,Dibrugarh
BH008908,C01622,D01194,6.88,Kochi
BH008909,C01463,D01424,80.48,Amritsar
BH008910,C00764,D00117,50.01,Alappuzha
BH008911,C01849,D00919,41.53,Ajmer
BH008912,C01299,D01346,34.36,Vijayanagaram
BH008913,C00939,D01415,18.8,Gulbarga
BH008914,C00566,D00422,69.73,Guwahati
BH008915,C00278,D00509,52.71,Jalna
BH008916,C01058,D01032,32.86,Yamunanagar
BH008917,C01955,D00370,52.23,Patna
BH008918,C00550,D01294,95.07,Hazaribagh
BH008919,C01755,D01209,54.82,Tirupati
BH008920,C00658,D00158,14.59,Coimbatore
BH008921,C00030,D00671,70.46,Jodhpur
BH008922,C00197,D00156,88.02,Malegaon
BH008923,C01806,D00104,64.5,Jamshedpur
BH008924,C01687,D01499,77.0,Tadipatri
BH008925,C01897,D00314,68.79,Sultan Pur Majra
BH008926,C01209,D00420,43.67,Machilipatnam
BH008927,C01393,D00488,31.24,Kollam
BH008928,C00936,D00101,51.37,Pondicherry
BH008929,C01345,D01204,31.71,Agartala
BH008930,C00007,D01256,72.25,Anand
BH008931,C01264,D00396,80.98,Ambarnath
BH008932,C01784,D00234,35.39,Pondicherry
BH008933,C00626,D00724,31.65,Jorhat
BH008934,C01856,D00284,76.97,Ujjain
BH008935,C01121,D00062,68.21,Eluru
BH008936,C01576,D01297,2.98,Hosur
BH008937,C01752,D00925,89.62,Bahraich
BH008938,C00888,D00986,12.22,Chandigarh
BH008939,C01724,D00200,12.13,Muzaffarpur
BH008940,C00032,D00587,2.06,Asansol
BH008941,C00829,D00514,81.8,Haldia
BH008942,C01184,D01480,6.73,Bhusawal
BH008943,C00226,D00029,74.96,Mathura
BH008944,C00952,D00380,86.78,Mahbubnagar
BH008945,C01233,D01126,64.7,Hospet
BH008946,C00564,D00356,88.57,Raichur
BH008947,C01658,D00092,8.03,Morbi
BH008948,C01601,D00707,42.5,Bhatpara
BH008949,C01530,D00667,56.58,Dewas
BH008950,C00459,D00778,14.41,Unnao
BH008951,C01462,D01118,60.33,Machilipatnam
BH008952,C01271,D00436,86.88,Firozabad
BH008953,C00136,D01172,85.01,Erode
BH008954,C01467,D01105,4.95,Coimbatore
BH008955,C01629,D01133,61.76,Lucknow
BH008956,C01805,D00139,33.61,Machilipatnam
BH008957,C01911,D00183,69.02,Salem
BH008958,C01261,D01064,77.32,Tirupati
BH008959,C01678,D00979,43.62,Anantapuram
BH008960,C00194,D00540,42.7,Ahmednagar
BH008961,C00224,D00649,3.96,Gorakhpur
BH008962,C01051,D00192,13.9,Ambarnath
BH008963,C01225,D00172,18.0,Bulandshahr
BH008964,C00983,D00916,89.33,Khandwa
BH008965,C01394,D00958,85.57,Ajmer
BH008966,C01086,D01433,11.71,Ambattur
BH008967,C00178,D00320,17.48,Aligarh
BH008968,C00281,D00607,78.97,Lucknow
BH008969,C01619,D01408,32.28,Jaunpur
BH008970,C00198,D00467,23.47,Davanagere
BH008971,C01376,D00788,4.38,Thane
BH008972,C00454,D00999,5.74,Aurangabad
BH008973,C01585,D00014,1.53,Aligarh
BH008974,C01760,D00006,49.18,Mango
BH008975,C00300,D00081,41.21,Visakhapatnam
BH008976,C01975,D01019,93.69,Kharagpur
BH008977,C01326,D00036,12.18,Darbhanga
BH008978,C01502,D00534,70.37,Guntakal
BH008979,C00639,D00324,12.19,Bhopal
BH008980,C00898,D00697,56.19,Khora 
BH008981,C00715,D01292,10.01,Allahabad
BH008982,C01835,D00234,82.18,Maheshtala
BH008983,C01542,D00725,66.41,Panipat
BH008984,C00586,D01124,69.08,Bhiwani
BH008985,C00433,D01110,3.3,Katihar
BH008986,C01316,D00318,89.78,Aligarh
BH008987,C01780,D00681,84.95,Hosur
BH008988,C00321,D00282,73.65,Haldia
BH008989,C00674,D01455,22.58,Ahmednagar
BH008990,C01982,D00654,30.3,Dindigul
BH008991,C00039,D00078,63.8,Ambarnath
BH008992,C01184,D00268,98.33,Solapur
BH008993,C01409,D00949,11.07,Bulandshahr
BH008994,C01137,D00303,99.64,Nanded
BH008995,C01433,D00771,9.53,Guntur
BH008996,C01945,D01359,41.05,Sirsa
BH008997,C00499,D00332,16.13,Jamnagar
BH008998,C00196,D00388,83.61,Avadi
BH008999,C00204,D00577,66.0,Dhanbad
BH009000,C01454,D01495,3.86,Mahbubnagar
BH009001,C01754,D00760,79.91,Udaipur
BH009002,C00135,D00904,0.8,Amroha
BH009003,C01419,D01243,46.69,Gurgaon
BH009004,C01524,D01227,37.12,Amritsar
BH009005,C00772,D01251,11.9,Ghaziabad
BH009006,C00260,D01249,97.42,Serampore
BH009007,C01330,D01125,74.79,Pudukkottai
BH009008,C01925,D00619,2.21,Darbhanga
BH009009,C00719,D00584,54.03,Indore
BH009010,C01868,D01047,81.03,Chinsurah
BH009011,C01071,D01267,47.02,Mira-Bhayandar
BH009012,C01109,D01104,23.32,Jehanabad
BH009013,C00470,D01339,29.08,Pimpri-Chinchwad
BH009014,C01471,D01474,16.59,Ludhiana
BH009015,C00400,D01129,20.22,Bhavnagar
BH009016,C01034,D00966,53.58,Sirsa
BH009017,C00595,D01169,6.92,Dewas
BH009018,C00395,D01466,84.79,Panvel
BH009019,C01844,D00532,89.95,Nanded
BH009020,C01678,D00979,93.43,Suryapet
BH009021,C01058,D01032,35.82,Kanpur
BH009022,C01006,D00984,55.87,Raipur
BH009023,C01868,D00324,26.73,Kamarhati
BH009024,C00365,D00622,80.98,Bangalore
BH009025,C00918,D01307,41.21,New Delhi
BH009026,C01690,D01407,84.15,Karimnagar
BH009027,C00106,D00406,4.97,Jamalpur
BH009028,C01394,D00958,57.99,Kamarhati
BH009029,C01068,D00405,98.99,Haldia
BH009030,C00003,D00454,29.78,Munger
BH009031,C00937,D00638,4.03,Jalna
BH009032,C00185,D00478,90.84,Amravati
BH009033,C00205,D00133,27.31,Chinsurah
BH009034,C01851,D01497,64.14,Muzaffarnagar
BH009035,C01019,D01139,61.8,Aligarh
BH009036,C01578,D00582,22.31,Bahraich
BH009037,C01361,D00363,89.32,Firozabad
BH009038,C01434,D01350,22.19,Nagpur
BH009039,C00123,D00312,24.8,Ujjain
BH009040,C01968,D00051,86.27,Rohtak
BH009041,C01150,D01086,60.62,Gaya
BH009042,C00925,D01088,66.28,Jodhpur
BH009043,C00643,D00747,50.54,Khora 
BH009044,C00781,D00966,94.9,Guntakal
BH009045,C00572,D00518,13.93,Bhiwandi
BH009046,C00359,D01149,15.0,Bhilai
BH009047,C00453,D00779,24.65,Anantapuram
BH009048,C01380,D01382,39.31,Visakhapatnam
BH009049,C00734,D00397,42.88,Eluru
BH009050,C01409,D00949,84.87,Phagwara
BH009051,C00457,D00503,54.07,Unnao
BH009052,C00701,D00852,21.24,Vijayanagaram
BH009053,C00857,D00084,83.78,Saharanpur
BH009054,C01806,D00104,81.31,Pallavaram
BH009055,C01951,D00535,95.14,Bhusawal
BH009056,C00020,D00852,41.65,Bhiwani
BH009057,C00974,D00083,55.17,Sagar
BH009058,C01413,D01309,1.81,Ballia
BH009059,C01960,D00466,92.59,Thrissur
BH009060,C00177,D00699,99.47,Dehri
BH009061,C00166,D00710,33.5,Srikakulam
BH009062,C00766,D00063,96.84,Aurangabad
BH009063,C01840,D00352,62.71,Hazaribagh
BH009064,C01916,D00477,87.28,Ambala
BH009065,C00226,D00749,48.05,Vijayanagaram
BH009066,C00316,D01321,85.31,Tirunelveli
BH009067,C01679,D01048,2.76,Ghaziabad
BH009068,C00860,D00881,52.04,Tirunelveli
BH009069,C00930,D01076,93.26,Anand
BH009070,C01539,D00033,76.89,Shimla
BH009071,C00727,D00548,27.51,Madanapalle
BH009072,C01083,D00434,78.55,Hajipur
BH009073,C01930,D01428,69.32,Amritsar
BH009074,C01347,D00084,37.59,Nagaon
BH009075,C01240,D00754,58.41,Sri Ganganagar
BH009076,C00484,D00469,54.22,Ahmednagar
BH009077,C01621,D01157,4.68,Bhilwara
BH009078,C00831,D00087,20.97,Hapur
BH009079,C00975,D00148,7.03,Miryalaguda
BH009080,C00035,D00178,42.38,Mahbubnagar
BH009081,C01029,D01372,21.51,Howrah
BH009082,C01727,D00391,84.36,Sangli-Miraj & Kupwad
BH009083,C00405,D01384,37.28,Amravati
BH009084,C01244,D00223,31.66,Bhopal
BH009085,C00587,D00197,52.17,Naihati
BH009086,C01556,D00612,71.51,Ramagundam
BH009087,C01878,D00530,82.49,Bally
BH009088,C01842,D00113,2.85,Vasai-Virar
BH009089,C01429,D01434,24.5,Kalyan-Dombivli
BH009090,C00155,D00083,27.59,Raebareli
BH009091,C00612,D00837,53.52,Shivpuri
BH009092,C01093,D00353,11.0,Vadodara
BH009093,C00596,D00311,82.96,Morbi
BH009094,C01623,D00354,66.99,Bilaspur
BH009095,C01662,D01401,43.38,Tadipatri
BH009096,C01724,D01017,99.78,Berhampur
BH009097,C01223,D00662,71.78,Hindupur
BH009098,C00061,D00759,55.41,Gopalpur
BH009099,C01846,D00482,75.84,Medininagar
BH009100,C01718,D01435,37.29,Kamarhati
BH009101,C01891,D01120,70.94,Noida
BH009102,C01255,D00075,32.39,Jamnagar
BH009103,C00057,D00229,79.16,Mathura
BH009104,C01494,D00402,9.41,Pudukkottai
BH009105,C01144,D00891,5.96,Noida
BH009106,C00362,D00001,40.07,South Dumdum
BH009107,C01719,D01478,8.4,Alappuzha
BH009108,C00923,D00314,78.33,Agra
BH009109,C01443,D00150,71.27,Shimoga
BH009110,C00590,D00123,18.87,Davanagere
BH009111,C00835,D00856,23.21,Tenali
BH009112,C01851,D00046,29.4,Guna
BH009113,C01789,D00520,47.26,Bettiah
BH009114,C00925,D01088,52.36,Sambalpur
BH009115,C00400,D01488,70.7,Nangloi Jat
BH009116,C00585,D00569,98.92,Madanapalle
BH009117,C01251,D00303,77.64,Surendranagar Dudhrej
BH009118,C00182,D00409,23.13,Eluru
BH009119,C00889,D00171,82.51,Dibrugarh
BH009120,C01779,D00947,17.83,Rajahmundry
BH009121,C00774,D01225,17.48,Sangli-Miraj & Kupwad
BH009122,C00772,D01251,3.91,Thiruvananthapuram
BH009123,C00716,D00919,32.87,Anand
BH009124,C01356,D00769,26.55,Kollam
BH009125,C00198,D00467,76.61,Nangloi Jat
BH009126,C01051,D00192,34.5,Rourkela
BH009127,C01504,D01092,5.12,Bellary
BH009128,C00016,D01394,97.81,Bareilly
BH009129,C00724,D00774,19.75,Sultan Pur Majra
BH009130,C01001,D00931,35.89,Sri Ganganagar
BH009131,C01812,D01465,43.61,Vijayawada
BH009132,C01237,D01440,6.01,Bhubaneswar
BH009133,C00637,D00469,8.38,Chapra
BH009134,C00955,D01451,46.57,Singrauli
BH009135,C01782,D01087,76.42,Haldia
BH009136,C00864,D01311,71.01,Gandhinagar
BH009137,C01203,D00565,33.45,Gudivada
BH009138,C01535,D00860,89.55,Chapra
BH009139,C01457,D01328,27.62,Nandyal
BH009140,C01860,D00354,65.07,Nanded
BH009141,C00054,D00504,86.87,Avadi
BH009142,C00633,D00737,80.26,Moradabad
BH009143,C01955,D00370,95.61,Guwahati
BH009144,C00110,D01087,28.46,Agra
BH009145,C00425,D01182,65.05,Mirzapur
BH009146,C01519,D00536,61.9,Jamalpur
BH009147,C00262,D00642,90.97,Nizamabad
BH009148,C00956,D01398,66.14,Pali
BH009149,C01386,D00707,23.39,Munger
BH009150,C00587,D00550,1.48,Bhavnagar
BH009151,C00888,D00986,10.09,Mysore
BH009152,C00377,D00177,85.61,Kakinada
BH009153,C00055,D01083,1.97,Kirari Suleman Nagar
BH009154,C01684,D01247,64.55,Panchkula
BH009155,C01744,D00702,91.0,Ahmedabad
BH009156,C00587,D00550,71.01,Medininagar
BH009157,C01504,D00672,25.33,Ujjain
BH009158,C01671,D00711,6.93,Ambattur
BH009159,C01328,D00292,88.58,Noida
BH009160,C00118,D00744,22.62,Amritsar
BH009161,C00840,D00303,75.44,Phagwara
BH009162,C00502,D00914,36.42,Bhind
BH009163,C00312,D01123,61.7,Vasai-Virar
BH009164,C01186,D00635,88.06,Chittoor
BH009165,C00991,D00498,52.95,Mathura
BH009166,C00750,D00990,15.44,Allahabad
BH009167,C00228,D01215,28.6,Baranagar
BH009168,C00632,D01171,90.54,Saharanpur
BH009169,C01266,D00740,53.17,Tiruppur
BH009170,C01863,D01366,99.79,Barasat
BH009171,C00797,D01318,93.63,Motihari
BH009172,C00790,D00394,43.65,Moradabad
BH009173,C01864,D00387,15.81,Kolhapur
BH009174,C01151,D00830,2.96,Ambala
BH009175,C00651,D00639,9.39,Singrauli
BH009176,C00224,D00649,34.31,Bathinda
BH009177,C01516,D00665,26.92,Jaipur
BH009178,C01162,D01258,72.59,Sasaram
BH009179,C01924,D00738,26.99,Siwan
BH009180,C00063,D00013,52.34,Kumbakonam
BH009181,C00208,D00164,71.21,Ahmednagar
BH009182,C01837,D00541,73.33,Bareilly
BH009183,C00032,D01099,24.44,Arrah
BH009184,C00853,D00615,79.08,Rajkot
BH009185,C00558,D00869,58.7,Thane
BH009186,C01714,D01181,40.17,Kota
BH009187,C01175,D00819,97.43,Delhi
BH009188,C01051,D00192,58.29,Mango
BH009189,C01948,D00639,13.04,Bongaigaon
BH009190,C00606,D00452,22.61,Adoni
BH009191,C00399,D01349,81.78,Raebareli
BH009192,C01761,D00091,67.03,Saharanpur
BH009193,C00106,D00824,23.29,Bardhaman
BH009194,C00071,D00793,78.07,Aurangabad
BH009195,C01732,D00320,9.48,Bharatpur
BH009196,C00055,D00590,51.55,Haridwar
BH009197,C01813,D01427,39.34,Aizawl
BH009198,C01501,D00697,79.05,Kumbakonam
BH009199,C01493,D01216,95.95,Rourkela
BH009200,C01927,D01263,52.2,Kharagpur
BH009201,C01062,D00337,51.8,Anand
BH009202,C01703,D00691,13.41,Maheshtala
BH009203,C01196,D00174,2.37,Aizawl
BH009204,C00515,D00500,45.89,Amritsar
BH009205,C01244,D00588,14.0,Kolhapur
BH009206,C01917,D00974,50.29,Vadodara
BH009207,C01529,D00808,45.63,Pune
BH009208,C00488,D00049,98.98,Siliguri
BH009209,C00250,D00263,50.41,Sikar
BH009210,C00749,D00046,80.68,Miryalaguda
BH009211,C00678,D00002,42.83,Surat
BH009212,C00083,D00427,72.24,Agartala
BH009213,C01074,D00419,86.19,Nellore
BH009214,C00413,D01227,27.41,Durgapur
BH009215,C01463,D01424,8.21,Lucknow
BH009216,C01738,D01227,29.56,Jalandhar
BH009217,C01045,D00075,18.6,Kurnool
BH009218,C01379,D00814,81.73,Sangli-Miraj & Kupwad
BH009219,C00248,D01085,78.08,Solapur
BH009220,C00246,D01267,86.07,Bhagalpur
BH009221,C00267,D00566,9.71,Hazaribagh
BH009222,C00568,D00504,29.59,Sangli-Miraj & Kupwad
BH009223,C00132,D00781,68.44,Amaravati
BH009224,C01809,D00041,80.52,Bhusawal
BH009225,C00593,D00473,0.2,Bhilwara
BH009226,C01566,D00013,21.06,Indore
BH009227,C00162,D01424,46.36,Madanapalle
BH009228,C00407,D01234,2.54,Saharsa
BH009229,C00226,D00749,60.23,Kalyan-Dombivli
BH009230,C01608,D00777,58.61,Raipur
BH009231,C01339,D00202,84.05,Surendranagar Dudhrej
BH009232,C01963,D00510,6.36,Jhansi
BH009233,C01294,D00033,80.15,Muzaffarpur
BH009234,C00597,D01134,51.28,Korba
BH009235,C01992,D00711,96.84,Nangloi Jat
BH009236,C01059,D00470,47.75,Tirunelveli
BH009237,C00790,D00394,98.51,Jodhpur
BH009238,C00671,D01248,90.98,Machilipatnam
BH009239,C00291,D00662,17.26,Kalyan-Dombivli
BH009240,C00655,D00867,72.13,Dharmavaram
BH009241,C00741,D00234,38.9,Agartala
BH009242,C00470,D01339,34.21,Miryalaguda
BH009243,C00844,D00403,44.53,Surendranagar Dudhrej
BH009244,C01969,D01334,20.73,Vellore
BH009245,C00302,D00131,70.84,Nellore
BH009246,C01196,D00048,16.92,Bathinda
BH009247,C00781,D00966,27.86,Berhampore
BH009248,C01858,D00478,59.69,Panipat
BH009249,C01510,D01085,76.44,Madanapalle
BH009250,C00246,D01401,31.65,Solapur
BH009251,C01632,D01107,61.89,Junagadh
BH009252,C00328,D00015,38.02,Jodhpur
BH009253,C01680,D00117,26.49,Alwar
BH009254,C01034,D00494,57.12,Saharsa
BH009255,C00119,D00915,55.42,Ludhiana
BH009256,C00537,D00887,13.93,Visakhapatnam
BH009257,C00539,D00174,4.16,Karnal
BH009258,C01781,D00590,39.31,Mira-Bhayandar
BH009259,C01203,D00565,68.65,Jamshedpur
BH009260,C00663,D00504,95.86,Bhusawal
BH009261,C00120,D01441,79.55,Bardhaman
BH009262,C00004,D01463,83.34,Dewas
BH009263,C00685,D01031,52.08,Pune
BH009264,C00248,D00578,14.39,Panvel
BH009265,C01160,D00109,11.9,Ghaziabad
BH009266,C01453,D01240,57.95,Kollam
BH009267,C01508,D00827,55.81,Panihati
BH009268,C00624,D00345,28.13,Hospet
BH009269,C01253,D00687,31.86,Rourkela
BH009270,C00808,D00076,14.3,New Delhi
BH009271,C01847,D01402,40.92,Alappuzha
BH009272,C00829,D00514,38.71,Chennai
BH009273,C00155,D00083,41.2,Bhiwani
BH009274,C00361,D01263,2.38,Jamalpur
BH009275,C00024,D00810,28.19,Mahbubnagar
BH009276,C01756,D00762,47.06,Bahraich
BH009277,C00954,D00964,2.38,Bhimavaram
BH009278,C01299,D00608,93.22,Mango
BH009279,C00394,D01145,60.6,Serampore
BH009280,C00137,D01008,56.09,Thanjavur
BH009281,C01346,D00557,35.79,Motihari
BH009282,C01671,D00711,20.13,Nashik
BH009283,C00242,D00482,51.41,Firozabad
BH009284,C01280,D00496,52.36,Kharagpur
BH009285,C00426,D00836,53.35,Amroha
BH009286,C00771,D00482,3.54,Raurkela Industrial Township
BH009287,C01459,D01134,10.59,Tirunelveli
BH009288,C01021,D00306,77.97,Khandwa
BH009289,C00294,D00756,33.35,Navi Mumbai
BH009290,C01009,D01322,59.32,Amaravati
BH009291,C01516,D01145,60.35,Bihar Sharif
BH009292,C01246,D00978,3.03,Vellore
BH009293,C00861,D00156,77.58,Dhule
BH009294,C01506,D00704,54.16,Patiala
BH009295,C01301,D01390,69.76,Rourkela
BH009296,C01372,D01222,2.32,Shahjahanpur
BH009297,C00802,D00735,14.02,Bellary
BH009298,C00905,D01316,56.28,Ujjain
BH009299,C00911,D00016,60.46,Meerut
BH009300,C01812,D01153,82.41,Chapra
BH009301,C01662,D00432,54.34,Gaya
BH009302,C00519,D00795,28.87,Etawah
BH009303,C00577,D00568,41.77,Jalna
BH009304,C00572,D00255,78.45,Bellary
BH009305,C00366,D00782,73.45,Gandhidham
BH009306,C00731,D00621,78.65,Malda
BH009307,C01719,D01478,51.57,Baranagar
BH009308,C00980,D01426,79.68,Guna
BH009309,C00417,D00168,28.89,Medininagar
BH009310,C01016,D01162,8.72,Ramagundam
BH009311,C01232,D00686,90.73,Gandhinagar
BH009312,C00358,D01007,89.73,Fatehpur
BH009313,C01109,D01104,65.84,Aligarh
BH009314,C00749,D00046,42.42,Motihari
BH009315,C01499,D00552,90.03,Udupi
BH009316,C01222,D00830,31.97,Panipat
BH009317,C00752,D00829,3.02,Farrukhabad
BH009318,C00733,D00857,5.95,Serampore
BH009319,C01811,D01114,41.74,Kurnool
BH009320,C00733,D00857,97.96,Uluberia
BH009321,C01421,D00236,47.1,Siwan
BH009322,C01586,D00751,92.54,Ahmedabad
BH009323,C00458,D01466,90.35,Chandrapur
BH009324,C01507,D00344,45.14,Purnia
BH009325,C00201,D00447,33.17,Udaipur
BH009326,C01819,D00610,92.98,Bijapur
BH009327,C01891,D00786,35.68,Varanasi
BH009328,C00089,D00445,44.16,Gorakhpur
BH009329,C01328,D00292,1.09,Gandhidham
BH009330,C00378,D00933,13.53,Chennai
BH009331,C01787,D01386,7.0,Bihar Sharif
BH009332,C01170,D00011,15.46,Guwahati
BH009333,C01148,D01304,10.87,Phagwara
BH009334,C01046,D01204,15.02,Raipur
BH009335,C01874,D01362,8.4,Pune
BH009336,C01754,D00760,68.78,Tiruchirappalli
BH009337,C00756,D00449,10.05,Raichur
BH009338,C00087,D00817,83.34,Noida
BH009339,C01818,D01247,16.79,Kakinada
BH009340,C01080,D01092,38.53,Bulandshahr
BH009341,C01274,D01043,25.26,Kozhikode
BH009342,C01875,D00548,68.17,Arrah
BH009343,C01031,D01280,12.71,Vijayanagaram
BH009344,C00667,D00807,74.03,Bellary
BH009345,C01167,D00251,21.06,Malda
BH009346,C00999,D00873,34.71,Shimla
BH009347,C01268,D00056,78.86,Fatehpur
BH009348,C01886,D00943,29.21,Mirzapur
BH009349,C01275,D00894,80.89,Ballia
BH009350,C00122,D01151,81.58,Gandhinagar
BH009351,C00580,D01003,28.08,Malegaon
BH009352,C01395,D01175,88.82,Munger
BH009353,C01638,D00507,49.93,Gurgaon
BH009354,C01751,D01017,10.75,Silchar
BH009355,C01643,D00006,11.48,Raichur
BH009356,C01907,D00310,35.15,Howrah
BH009357,C01976,D00103,14.42,Dewas
BH009358,C00089,D00422,51.19,Indore
BH009359,C01360,D00929,77.9,Rajahmundry
BH009360,C01787,D01082,98.16,Jaunpur
BH009361,C00818,D00070,20.87,Gorakhpur
BH009362,C01995,D00243,96.48,Jabalpur
BH009363,C01035,D00467,83.3,Sikar
BH009364,C00229,D00445,9.74,Karnal
BH009365,C01293,D00593,78.53,Naihati
BH009366,C00316,D01321,92.65,Hindupur
BH009367,C00283,D01319,84.5,Surat
BH009368,C00900,D00825,23.42,Agartala
BH009369,C01272,D00521,37.38,Hyderabad
BH009370,C00724,D00315,51.36,Malegaon
BH009371,C00897,D00398,28.48,Mumbai
BH009372,C00140,D00363,36.91,Suryapet
BH009373,C00397,D01225,65.1,Vadodara
BH009374,C01050,D01253,74.89,Sonipat
BH009375,C01301,D01390,57.89,Lucknow
BH009376,C01120,D00944,86.84,Kirari Suleman Nagar
BH009377,C01669,D01322,98.46,Akola
BH009378,C00490,D01451,53.78,Agartala
BH009379,C00401,D01310,7.28,Danapur
BH009380,C00538,D00136,11.99,Guna
BH009381,C00274,D01323,93.58,Pondicherry
BH009382,C00178,D01194,45.4,Hapur
BH009383,C01348,D00003,54.63,Kochi
BH009384,C00977,D01177,59.55,Bhopal
BH009385,C00650,D00470,75.04,Jamshedpur
BH009386,C00670,D00271,5.63,Burhanpur
BH009387,C01112,D01125,93.82,Vadodara
BH009388,C01618,D00360,75.99,Bathinda
BH009389,C00140,D00363,7.61,Adoni
BH009390,C00268,D00746,95.44,Singrauli
BH009391,C01159,D01463,18.97,Sambhal
BH009392,C00733,D00857,88.0,Bhiwani
BH009393,C01047,D00575,29.97,Kurnool
BH009394,C00176,D01481,24.61,Ludhiana
BH009395,C00406,D00885,30.71,Khammam
BH009396,C01997,D00926,42.98,Durg
BH009397,C00667,D00807,45.88,Amroha
BH009398,C01767,D00566,28.97,Loni
BH009399,C01397,D00447,98.77,Kadapa
BH009400,C00502,D00914,76.93,Varanasi
BH009401,C00701,D00852,18.67,Saharanpur
BH009402,C00855,D00809,36.24,Warangal
BH009403,C00728,D00191,59.5,Solapur
BH009404,C01125,D00661,80.6,Bettiah
BH009405,C01470,D01258,15.62,Raipur
BH009406,C01254,D00158,58.58,Rajahmundry
BH009407,C00768,D00483,4.76,Asansol
BH009408,C01632,D00501,50.21,Sri Ganganagar
BH009409,C00988,D01359,66.17,Amaravati
BH009410,C01219,D01216,62.58,Visakhapatnam
BH009411,C00026,D00457,34.24,Shimoga
BH009412,C00292,D00254,50.28,Kadapa
BH009413,C01868,D00324,28.09,Alwar
BH009414,C01264,D00396,63.51,Nanded
BH009415,C00617,D01074,14.6,Kirari Suleman Nagar
BH009416,C01481,D00382,33.78,Bathinda
BH009417,C00787,D00635,29.04,Warangal
BH009418,C00711,D00397,1.98,Suryapet
BH009419,C00784,D01391,2.89,Salem
BH009420,C00579,D00876,70.29,Rampur
BH009421,C00725,D01353,52.43,Motihari
BH009422,C01565,D00681,2.75,Bijapur
BH009423,C01128,D00985,75.61,Ulhasnagar
BH009424,C01846,D00482,85.49,Bhilwara
BH009425,C00680,D00809,20.15,Motihari
BH009426,C00066,D00246,19.43,Raipur
BH009427,C00360,D00509,31.52,Sangli-Miraj & Kupwad
BH009428,C00114,D00109,98.27,Secunderabad
BH009429,C01854,D00145,82.34,Jabalpur
BH009430,C01517,D01250,69.17,Bhilai
BH009431,C00539,D00299,28.72,Gwalior
BH009432,C00001,D00440,55.67,Singrauli
BH009433,C00402,D00357,54.64,Serampore
BH009434,C00116,D00309,91.56,Anand
BH009435,C01474,D00308,60.97,Bharatpur
BH009436,C00128,D00511,58.44,Eluru
BH009437,C01382,D00416,51.98,Gandhidham
BH009438,C01288,D00110,36.01,Amritsar
BH009439,C01847,D01438,9.62,Vijayawada
BH009440,C00171,D00048,96.54,Yamunanagar
BH009441,C00541,D00952,62.09,Jabalpur
BH009442,C00400,D01488,56.82,Amaravati
BH009443,C00842,D01035,83.57,Nadiad
BH009444,C01233,D00230,20.99,Patna
BH009445,C01963,D00842,78.83,Proddatur
BH009446,C01911,D00183,57.64,Bijapur
BH009447,C00480,D00362,49.42,Vadodara
BH009448,C01228,D01132,57.86,Uluberia
BH009449,C00320,D00477,2.64,Medininagar
BH009450,C01956,D00979,6.85,Jhansi
BH009451,C00010,D00493,84.54,Bangalore
BH009452,C00937,D00638,77.76,Raebareli
BH009453,C00906,D00086,88.13,Sri Ganganagar
BH009454,C01859,D00766,92.93,Thrissur
BH009455,C01335,D00775,64.11,Panchkula
BH009456,C00813,D00656,80.06,Jehanabad
BH009457,C01458,D01241,8.26,Muzaffarpur
BH009458,C00323,D00811,18.1,Ranchi
BH009459,C01493,D00944,58.53,Noida
BH009460,C01004,D01410,58.0,Ambarnath
BH009461,C01777,D00837,86.45,Darbhanga
BH009462,C01981,D00923,8.5,Jehanabad
BH009463,C01508,D00827,71.56,Panchkula
BH009464,C01114,D00421,0.87,Kakinada
BH009465,C00772,D01251,7.07,Fatehpur
BH009466,C00586,D01124,96.59,Coimbatore
BH009467,C00677,D00087,98.7,Ratlam
BH009468,C01368,D00333,58.47,Madhyamgram
BH009469,C01820,D01242,91.38,Surendranagar Dudhrej
BH009470,C00032,D01099,51.76,Purnia
BH009471,C01173,D00398,15.21,Pudukkottai
BH009472,C01391,D00001,56.65,Tirunelveli
