transaction_id,customer_id,device_id,receiver_account,transaction_amount,transaction_timestamp,fraud_flag
T0015277,C01221,D00444,B000256,78.41,2025-07-11 06:37:35,0
T0015278,C01049,D00698,B001421,157.72,2026-03-15 10:03:44,0
T0015279,C00332,D01286,B001911,66.04,2026-01-01 00:26:29,0
T0015280,C00731,D00621,B000206,497.67,2025-12-14 01:13:24,0
T0015281,C01891,D00786,B000374,412.68,2026-05-01 01:04:48,0
T0015282,C00155,D00083,B002848,282.61,2025-06-15 02:44:49,0
T0015283,C00836,D00019,B000032,379.42,2026-03-11 13:58:01,0
T0015284,C01856,D00284,B002439,89.44,2025-11-29 12:58:01,0
T0015285,C00729,D00565,B001341,115.32,2026-06-02 13:00:25,1
T0015286,C00221,D00927,B001030,203.27,2025-09-23 09:34:00,0
T0015287,C00714,D00123,B001700,178.68,2025-06-20 18:58:19,0
T0015288,C00359,D01149,B000402,332.02,2025-12-11 03:48:51,0
T0015289,C01995,D00243,B002128,188.99,2026-05-20 19:00:27,0
T0015290,C00527,D00538,B002954,923.78,2025-11-29 13:36:02,0
T0015291,C00833,D01237,B000593,64.27,2025-07-10 00:00:38,0
T0015292,C00967,D01328,B000572,268.46,2025-09-16 15:43:23,1
T0015293,C01956,D00979,B001471,179.42,2026-04-17 17:33:05,0
T0015294,C01397,D00447,B001924,176.35,2026-05-23 09:55:55,0
T0015295,C00180,D01255,B001264,59.14,2026-04-29 01:13:19,0
T0015296,C01903,D01095,B001853,230.99,2026-01-20 21:43:49,0
T0015297,C01014,D00203,B002277,345.95,2026-05-02 18:16:10,0
T0015298,C00138,D00696,B002626,36.99,2025-11-21 22:49:41,0
T0015299,C01203,D00565,B001570,147.32,2026-03-17 14:35:19,0
T0015300,C01577,D00374,B002616,74.67,2025-07-30 12:45:32,0
T0015301,C00275,D01224,B002764,684.15,2025-10-16 21:39:06,0
T0015302,C01039,D00090,B002506,97.75,2026-05-27 02:19:09,0
T0015303,C00838,D00691,B001769,38.88,2026-06-08 12:17:11,0
T0015304,C01785,D00036,B000812,72.16,2026-04-12 03:56:38,0
T0015305,C00834,D01477,B001121,159.13,2025-06-29 17:09:35,0
T0015306,C01966,D01228,B001290,11.87,2025-06-18 14:40:04,0
T0015307,C00574,D00137,B001006,138.8,2026-01-08 16:30:14,0
T0015308,C01164,D01279,B002180,401.54,2026-03-28 03:08:22,1
T0015309,C01994,D00329,B002056,284.93,2026-01-06 22:07:31,0
T0015310,C01207,D00594,B002594,10.51,2025-06-09 13:07:48,0
T0015311,C00564,D00356,B001570,752.87,2025-06-08 23:25:49,0
T0015312,C00990,D00386,B000536,179.96,2025-12-26 19:53:21,0
T0015313,C01111,D00532,B002734,26.56,2025-12-04 04:50:54,0
T0015314,C00303,D00311,B001674,1.87,2025-12-11 00:41:19,0
T0015315,C01182,D00325,B001473,28.18,2026-03-11 04:22:57,0
T0015316,C01308,D01167,B000337,273.19,2025-07-19 06:40:30,0
T0015317,C00352,D00635,B002504,3.28,2026-02-14 10:55:58,0
T0015318,C00961,D01256,B002806,39.82,2025-09-02 09:09:16,0
T0015319,C00112,D00134,B001089,212.39,2025-12-24 10:08:16,0
T0015320,C00240,D00663,B002385,132.32,2026-05-31 05:39:34,0
T0015321,C00588,D00867,B002620,229.0,2026-02-06 03:47:21,0
T0015322,C01684,D01247,B000788,205.65,2025-09-22 18:14:38,0
T0015323,C01769,D00088,B000759,7.79,2025-07-13 18:37:42,0
T0015324,C00633,D00737,B002347,334.56,2025-11-27 08:43:29,0
T0015325,C01033,D00094,B001863,38.63,2026-03-07 01:17:50,0
T0015326,C00585,D00569,B002636,120.91,2025-08-23 10:22:11,0
T0015327,C01673,D00192,B002347,155.05,2025-08-29 13:46:54,0
T0015328,C00199,D01302,B002347,27.7,2026-05-26 03:27:58,0
T0015329,C01067,D00368,B000127,560.91,2025-12-24 08:57:51,1
T0015330,C00028,D01001,B001913,100.46,2025-08-13 11:23:53,0
T0015331,C00281,D00607,B002534,8.91,2025-09-13 09:35:55,0
T0015332,C01189,D00799,B002013,415.32,2026-05-21 04:43:08,0
T0015333,C01972,D00601,B001101,132.38,2026-04-21 00:20:20,0
T0015334,C00147,D01274,B000514,180.19,2025-06-13 10:46:50,0
T0015335,C00223,D00860,B002115,111.72,2026-02-28 06:05:57,0
T0015336,C01646,D00332,B001396,270.03,2026-02-12 00:43:47,1
T0015337,C01023,D00699,B000026,5.05,2025-12-19 14:16:40,0
T0015338,C01567,D00088,B001862,46.87,2025-12-02 02:14:56,0
T0015339,C00780,D00106,B002391,95.13,2026-03-14 00:49:39,0
T0015340,C00166,D00272,B002367,11.95,2026-04-25 08:59:59,0
T0015341,C01439,D01391,B002494,183.58,2025-09-10 08:59:47,0
T0015342,C01782,D01087,B000632,75.05,2026-02-27 10:44:00,0
T0015343,C01517,D01250,B000393,47.76,2025-07-07 19:56:42,0
T0015344,C01463,D01424,B000004,0.51,2026-02-07 03:43:50,0
T0015345,C00932,D00195,B000562,190.85,2025-12-03 07:59:36,0
T0015346,C01692,D00110,B000933,269.19,2025-09-22 23:28:56,0
T0015347,C01624,D01181,B002982,75.39,2025-11-25 07:50:10,0
T0015348,C01892,D01476,B002701,124.59,2025-06-30 18:08:22,0
T0015349,C01422,D01114,B002781,38.75,2026-05-14 04:25:59,0
T0015350,C01287,D01259,B000430,146.01,2025-11-10 09:13:10,0
T0015351,C00681,D01488,B001787,1.83,2025-12-24 02:22:13,0
T0015352,C01446,D01217,B000462,100.6,2025-06-25 09:39:09,1
T0015353,C01744,D00702,B001470,155.01,2026-03-02 06:59:27,0
T0015354,C00658,D00158,B000379,375.51,2025-11-02 17:44:31,0
T0015355,C00522,D00298,B001863,72.03,2025-12-06 10:11:23,0
T0015356,C00342,D00231,B002470,217.35,2025-12-05 22:50:02,0
T0015357,C01354,D00686,B000463,136.58,2025-06-14 05:00:40,0
T0015358,C00780,D01328,B002545,392.62,2025-10-09 05:14:34,0
T0015359,C01168,D00518,B000713,76.22,2025-12-29 12:55:42,0
T0015360,C00406,D00738,B000180,57.65,2025-06-13 07:29:16,0
T0015361,C01457,D00267,B000489,327.24,2025-08-09 22:00:26,0
T0015362,C01172,D00971,B001288,7.57,2025-12-07 00:39:07,0
T0015363,C00445,D01260,B002096,21.99,2025-08-27 19:25:19,0
T0015364,C01560,D01205,B002295,12.9,2026-02-23 13:39:05,0
T0015365,C01339,D00873,B002122,277.83,2026-03-11 17:18:47,0
T0015366,C00807,D01441,B000615,1.6,2025-10-17 19:07:23,0
T0015367,C00230,D00034,B002726,296.7,2025-08-20 09:52:12,0
T0015368,C01031,D00967,B001021,90.02,2026-04-08 05:36:19,0
T0015369,C01545,D01426,B000061,0.61,2025-11-21 19:18:10,0
T0015370,C00979,D01469,B000976,77.04,2026-02-21 09:58:56,0
T0015371,C01937,D00006,B002239,31.02,2026-05-01 15:43:49,0
T0015372,C01075,D01407,B002412,146.88,2026-05-04 18:12:32,0
T0015373,C01453,D01240,B002859,170.61,2025-10-27 04:29:09,0
T0015374,C00196,D00388,B000208,100.28,2026-05-30 13:36:06,0
T0015375,C01478,D00079,B002716,6.2,2026-03-26 15:08:26,0
T0015376,C00094,D00805,B001589,160.12,2025-07-02 05:18:24,0
T0015377,C01873,D01185,B001378,276.81,2025-07-22 09:16:50,0
T0015378,C01638,D00507,B002271,191.12,2025-07-15 04:50:23,0
T0015379,C01446,D00936,B002612,265.76,2026-05-18 20:06:38,0
T0015380,C00629,D01406,B002115,33.57,2025-11-24 08:55:23,0
T0015381,C00847,D00092,B002914,329.58,2026-01-06 16:58:06,0
T0015382,C00752,D01484,B000020,58.33,2026-05-05 04:16:51,0
T0015383,C00264,D00659,B001953,2.02,2026-03-10 10:59:02,0
T0015384,C01193,D01477,B000238,278.1,2026-03-01 09:26:55,0
T0015385,C01654,D00276,B002416,426.64,2025-11-22 09:43:07,0
T0015386,C01445,D00285,B002581,159.87,2025-09-22 04:06:35,0
T0015387,C01619,D00441,B002531,39.48,2025-12-19 16:25:04,0
T0015388,C00328,D01007,B002943,43.5,2025-12-15 03:56:51,0
T0015389,C01157,D01182,B001924,94.27,2025-06-29 09:56:51,0
T0015390,C00715,D00448,B002636,342.17,2025-09-24 14:35:38,0
T0015391,C00494,D01438,B000623,24.31,2025-07-02 18:19:44,0
T0015392,C01158,D00086,B000682,262.28,2026-01-17 23:32:05,0
T0015393,C00182,D00409,B001526,51.65,2026-02-18 21:52:51,0
T0015394,C00895,D00701,B001182,248.0,2025-11-15 21:08:42,0
T0015395,C01536,D01491,B001318,379.37,2025-11-15 06:19:26,0
T0015396,C00036,D00412,B001758,83.66,2025-07-04 19:20:57,0
T0015397,C00871,D00674,B001298,68.13,2025-06-21 16:48:21,0
T0015398,C01663,D01444,B000991,243.09,2025-11-10 14:21:30,0
T0015399,C01699,D01356,B000109,113.09,2026-01-21 10:51:59,0
T0015400,C01286,D01322,B000947,173.02,2025-07-24 18:16:05,0
T0015401,C01768,D00868,B002769,146.26,2026-02-09 18:25:53,0
T0015402,C00480,D00362,B001686,24.89,2025-12-16 16:58:25,0
T0015403,C00668,D00343,B000760,279.45,2026-04-09 14:34:58,0
T0015404,C01557,D00284,B001154,32.68,2026-03-31 17:50:49,0
T0015405,C01998,D01422,B000639,403.86,2025-09-06 15:20:04,1
T0015406,C00201,D01312,B000009,43.27,2025-06-21 10:41:43,0
T0015407,C01578,D00622,B001918,198.57,2025-06-30 13:14:02,0
T0015408,C01431,D00301,B002616,50.25,2025-09-20 03:33:37,1
T0015409,C01007,D00898,B001930,57.36,2025-10-02 09:10:38,0
T0015410,C00237,D00887,B001971,55.66,2026-03-05 18:06:21,0
T0015411,C00800,D00806,B002696,206.68,2026-02-01 15:12:47,0
T0015412,C01954,D01480,B002506,122.07,2026-03-09 03:49:50,0
T0015413,C00286,D01217,B001888,321.78,2026-06-06 19:57:33,0
T0015414,C01546,D00969,B001024,55.09,2025-08-05 05:26:52,0
T0015415,C01697,D01265,B002024,176.64,2026-05-29 03:22:16,0
T0015416,C01291,D00037,B000720,209.72,2026-05-25 06:50:49,0
T0015417,C01677,D00621,B002216,24.64,2025-11-06 21:21:29,0
T0015418,C01545,D01426,B000366,76.77,2025-11-07 11:18:46,0
T0015419,C00060,D01483,B000529,98.9,2026-03-13 03:27:56,0
T0015420,C00237,D00892,B001133,65.94,2025-07-03 20:40:43,0
T0015421,C00040,D00378,B002142,58.32,2025-10-08 16:50:53,1
T0015422,C01414,D01007,B000719,173.96,2026-03-29 01:41:04,0
T0015423,C01099,D01423,B000420,36.48,2025-11-30 13:11:01,0
T0015424,C00368,D01323,B000333,185.37,2025-09-17 10:32:04,0
T0015425,C01416,D01064,B002000,410.11,2026-01-19 14:19:39,0
T0015426,C00180,D00250,B000044,124.93,2025-06-15 00:02:38,1
T0015427,C00534,D01302,B001253,141.79,2025-11-23 12:44:14,0
T0015428,C00131,D00081,B000772,10.71,2026-01-11 10:22:37,0
T0015429,C00773,D00689,B000112,299.79,2026-03-31 03:08:42,0
T0015430,C01117,D01280,B000410,50.41,2026-05-10 07:33:36,0
T0015431,C01156,D00636,B000802,143.2,2025-08-30 17:45:28,0
T0015432,C01331,D00832,B001689,580.29,2025-08-28 06:17:59,0
T0015433,C00756,D00449,B002365,135.77,2025-11-06 10:44:14,0
T0015434,C01940,D00848,B000765,193.49,2025-10-20 13:26:01,0
T0015435,C00030,D00343,B000876,88.4,2025-08-07 06:47:42,0
T0015436,C01007,D00898,B002176,9.34,2025-08-28 06:46:38,0
T0015437,C00102,D01422,B002576,239.63,2026-02-22 04:29:19,0
T0015438,C01310,D00222,B000801,5.34,2025-09-13 20:41:53,0
T0015439,C00836,D00019,B002462,180.93,2025-06-12 00:07:47,0
T0015440,C01482,D00756,B000044,3.48,2025-12-15 03:24:51,0
T0015441,C00089,D00445,B001944,297.41,2025-06-22 12:14:48,0
T0015442,C01018,D00517,B001351,25.73,2026-04-30 19:17:24,0
T0015443,C01483,D01425,B002104,108.32,2025-10-05 04:42:30,0
T0015444,C00067,D01155,B000513,136.38,2026-05-20 01:40:45,0
T0015445,C01515,D00539,B002616,91.75,2026-05-03 22:54:14,0
T0015446,C01950,D00185,B001286,62.5,2025-11-17 18:34:55,0
T0015447,C00817,D01453,B001741,94.61,2025-11-26 02:41:28,0
T0015448,C00168,D00547,B001128,55.97,2025-08-08 10:23:37,0
T0015449,C00687,D00151,B002992,86.47,2025-11-11 02:19:46,0
T0015450,C00604,D00496,B000653,66.69,2026-05-21 22:59:15,0
T0015451,C00138,D01161,B000804,125.28,2025-07-18 22:06:14,0
T0015452,C00128,D00511,B002797,40.76,2025-12-19 10:38:38,0
T0015453,C01718,D01435,B000272,671.87,2025-07-26 17:24:24,0
T0015454,C01064,D01367,B001878,104.23,2026-02-16 03:50:28,0
T0015455,C01999,D00637,B001231,32.38,2025-07-30 10:50:18,0
T0015456,C01971,D00367,B002981,97.25,2026-01-25 14:17:51,1
T0015457,C00242,D00482,B000992,301.95,2026-01-24 14:59:18,0
T0015458,C01955,D01392,B000893,3.31,2025-12-26 00:35:39,0
T0015459,C01772,D01214,B002919,170.71,2026-05-09 12:54:11,0
T0015460,C01639,D01170,B001704,119.1,2026-02-11 13:24:59,1
T0015461,C00600,D00036,B000531,27.87,2025-07-04 17:24:02,0
T0015462,C01950,D00671,B000349,255.13,2025-11-21 02:00:57,0
T0015463,C00988,D01359,B001218,69.04,2025-10-18 17:48:07,0
T0015464,C01946,D01432,B000967,52.18,2026-02-18 11:09:20,0
T0015465,C00160,D00409,B000984,264.15,2026-02-26 08:45:14,0
T0015466,C00843,D01083,B002743,152.63,2026-02-26 05:26:14,1
T0015467,C00356,D00671,B001801,342.8,2025-12-02 19:54:44,0
T0015468,C00411,D00088,B002832,149.09,2026-06-07 21:18:05,0
T0015469,C01688,D00237,B001910,202.53,2025-09-12 14:37:21,0
T0015470,C01465,D00482,B001651,271.59,2025-06-15 03:41:02,0
T0015471,C00322,D00655,B002890,8.44,2025-12-11 12:05:00,1
T0015472,C00296,D00890,B001625,224.45,2025-10-03 23:31:56,0
T0015473,C01050,D01253,B002689,142.67,2026-02-22 00:15:35,0
T0015474,C00461,D00071,B001629,10.81,2026-02-14 13:24:56,0
T0015475,C00167,D00536,B002112,106.57,2026-03-17 22:10:06,0
T0015476,C01686,D01297,B002820,12.91,2026-04-26 12:48:18,0
T0015477,C00933,D00652,B000621,199.74,2026-01-14 00:23:38,0
T0015478,C01189,D00799,B001268,118.61,2026-03-28 02:49:55,0
T0015479,C01587,D01442,B002289,460.48,2025-06-23 22:50:02,0
T0015480,C00201,D00447,B000306,30.34,2025-11-20 00:09:34,0
T0015481,C00382,D00314,B001741,139.72,2026-05-16 16:30:55,0
T0015482,C01141,D01027,B002654,35.66,2025-12-16 09:46:18,0
T0015483,C01731,D00532,B001828,142.81,2025-09-28 11:47:58,0
T0015484,C01477,D00402,B000805,192.37,2026-04-20 20:19:56,0
T0015485,C01908,D00912,B002515,192.18,2025-07-11 22:38:32,1
T0015486,C00508,D00302,B000993,253.17,2026-05-07 23:55:41,0
T0015487,C01698,D00915,B001784,288.16,2026-03-26 08:34:29,0
T0015488,C00876,D00332,B002258,12.06,2026-03-06 07:42:21,0
T0015489,C00075,D00738,B001874,63.07,2026-01-30 22:37:27,0
T0015490,C00682,D00956,B002175,174.29,2025-07-29 04:23:39,0
T0015491,C00311,D00853,B001266,103.55,2026-04-07 15:25:43,1
T0015492,C01043,D00440,B001651,31.73,2026-03-28 22:41:53,0
T0015493,C00508,D00302,B002845,120.68,2025-09-10 22:32:54,0
T0015494,C00160,D00780,B000065,78.49,2026-04-09 07:38:31,0
T0015495,C00255,D01299,B000747,74.15,2026-03-14 21:15:02,0
T0015496,C00509,D00273,B002847,248.92,2025-12-06 17:21:46,1
T0015497,C00629,D00050,B002335,78.54,2025-12-01 20:54:10,0
T0015498,C01932,D00130,B002596,4.02,2025-10-24 02:43:37,0
T0015499,C00505,D00847,B002700,8.97,2025-11-28 09:25:38,0
T0015500,C00533,D00982,B000685,290.95,2025-08-27 17:32:36,0
T0015501,C01716,D00264,B000038,485.1,2026-04-18 10:23:05,0
T0015502,C01810,D00538,B001390,174.91,2026-03-07 01:22:31,0
T0015503,C00544,D01410,B001221,67.97,2025-08-17 09:32:27,0
T0015504,C00130,D00912,B001362,418.55,2025-12-08 15:21:59,0
T0015505,C00072,D01255,B002181,163.06,2025-08-30 15:10:48,0
T0015506,C01811,D01114,B002394,279.01,2026-02-23 12:14:48,0
T0015507,C01676,D01360,B002851,217.77,2026-03-01 03:54:32,0
T0015508,C00180,D00250,B002218,71.5,2025-10-26 23:30:17,0
T0015509,C01099,D01423,B000635,97.72,2026-02-25 10:35:50,0
T0015510,C00547,D00962,B002154,30.89,2026-05-15 12:26:16,0
T0015511,C00259,D00469,B001329,51.8,2026-05-31 13:14:14,0
T0015512,C01625,D00439,B001195,225.85,2025-10-14 07:02:36,0
T0015513,C00476,D01407,B000811,336.62,2025-07-01 02:58:40,0
T0015514,C00749,D00046,B002529,193.35,2026-05-04 22:34:40,0
T0015515,C00572,D00518,B001996,93.87,2025-12-23 15:34:12,0
T0015516,C01598,D00851,B000073,13.57,2026-05-09 05:39:53,0
T0015517,C01129,D00900,B002926,8.8,2025-12-13 07:38:55,0
T0015518,C01376,D00788,B002212,70.34,2025-09-18 04:52:49,1
T0015519,C00481,D00620,B001404,93.49,2025-08-23 12:24:58,0
T0015520,C01741,D00468,B000666,140.9,2026-02-02 23:59:08,0
T0015521,C00703,D01311,B000542,0.98,2026-05-11 01:43:17,0
T0015522,C01894,D00545,B001144,686.68,2026-04-29 07:02:49,0
T0015523,C01668,D00619,B001230,67.87,2025-11-21 05:52:22,0
T0015524,C01947,D01427,B001819,282.67,2025-07-12 01:09:09,0
T0015525,C01583,D00920,B000114,114.85,2025-07-23 10:50:58,0
T0015526,C01963,D00842,B002697,20.97,2026-01-08 02:11:06,0
T0015527,C00320,D00477,B000154,239.6,2025-12-10 17:05:46,0
T0015528,C01359,D00150,B000325,185.59,2026-05-11 16:51:24,0
T0015529,C01086,D01433,B002821,112.44,2025-09-30 01:41:24,0
T0015530,C00303,D00311,B000844,108.4,2026-02-27 19:33:36,0
T0015531,C00294,D00756,B000383,13.73,2025-07-01 11:27:29,0
T0015532,C00634,D01006,B002996,160.0,2026-01-18 19:01:08,0
T0015533,C00948,D00832,B002710,363.28,2025-08-27 06:36:27,0
T0015534,C01038,D00474,B000391,14.68,2025-10-12 17:29:11,0
T0015535,C01564,D00170,B000378,45.88,2025-10-20 03:48:21,0
T0015536,C00226,D00749,B000958,348.89,2025-10-11 08:38:39,0
T0015537,C01380,D00539,B000167,50.18,2025-06-22 08:32:30,0
T0015538,C00292,D00254,B001393,159.17,2025-08-12 03:33:37,0
T0015539,C01352,D00793,B001102,114.8,2025-11-24 01:36:20,1
T0015540,C01753,D00632,B000366,136.07,2025-06-10 09:08:40,0
T0015541,C01601,D00707,B001873,80.62,2026-04-23 23:38:00,0
T0015542,C00614,D01260,B002687,53.5,2025-11-01 06:56:23,0
T0015543,C00287,D00561,B001059,7.46,2026-04-03 10:52:38,0
T0015544,C00135,D01410,B000682,204.55,2025-10-23 15:19:55,0
T0015545,C01571,D00269,B002372,205.62,2025-08-07 10:46:45,0
T0015546,C01432,D00748,B002688,166.63,2026-03-07 09:23:23,0
T0015547,C01045,D00075,B002620,154.77,2026-01-30 15:17:11,0
T0015548,C01225,D00172,B002159,41.9,2025-09-05 03:39:05,0
T0015549,C01130,D00761,B001537,3.39,2026-04-11 11:33:52,0
T0015550,C01741,D00845,B001984,248.1,2025-10-08 12:27:50,0
T0015551,C00151,D00342,B001827,101.34,2025-12-30 21:15:03,0
T0015552,C01796,D00807,B002983,54.97,2026-03-29 03:22:52,0
T0015553,C01057,D00205,B002044,16.13,2026-03-31 22:19:05,0
T0015554,C01214,D00290,B002348,9.72,2025-07-11 01:12:40,0
T0015555,C01280,D00496,B000381,64.36,2026-03-16 04:09:55,0
T0015556,C00240,D00663,B000001,245.01,2025-10-25 08:14:17,0
T0015557,C01893,D00880,B002646,376.49,2026-05-07 16:13:51,0
T0015558,C01558,D01447,B000207,340.59,2025-11-01 05:42:44,0
T0015559,C01597,D01065,B001998,378.86,2025-09-21 10:43:23,0
T0015560,C00021,D00570,B000770,357.45,2025-09-17 11:11:56,0
T0015561,C01207,D00697,B002714,112.37,2026-01-08 11:45:00,0
T0015562,C00998,D00581,B001984,37.16,2025-07-29 15:42:44,0
T0015563,C01735,D00742,B001555,239.96,2025-08-18 21:46:18,0
T0015564,C01654,D00276,B002474,36.07,2025-07-05 03:03:15,0
T0015565,C00774,D01225,B001410,46.63,2026-04-04 16:10:19,0
T0015566,C00124,D00851,B002062,39.84,2026-05-24 12:49:12,0
T0015567,C01052,D01226,B002954,108.54,2025-12-20 08:23:30,0
T0015568,C00147,D01274,B000002,58.25,2025-12-05 02:11:37,0
T0015569,C00077,D00796,B001179,25.11,2025-10-04 13:55:07,0
T0015570,C00628,D00473,B000367,90.54,2026-01-17 15:12:15,0
T0015571,C00666,D00043,B002100,310.61,2026-01-24 12:05:01,0
T0015572,C00606,D00452,B001398,126.79,2026-03-18 03:21:18,0
T0015573,C01151,D00830,B002131,315.97,2025-11-14 18:31:29,0
T0015574,C01397,D00447,B000573,32.7,2026-01-22 18:52:22,0
T0015575,C00520,D01285,B001116,27.4,2026-05-10 14:18:55,0
T0015576,C01842,D00113,B002770,128.55,2025-07-15 04:37:34,0
T0015577,C01610,D00667,B000062,93.36,2025-08-18 22:18:38,0
T0015578,C00415,D00286,B002868,161.9,2026-05-02 18:33:15,0
T0015579,C00875,D00527,B002379,237.44,2026-06-02 05:00:35,0
T0015580,C00925,D01088,B000070,208.73,2026-04-22 17:21:35,0
T0015581,C01913,D01202,B000543,427.77,2026-03-23 17:04:16,0
T0015582,C00019,D01414,B002345,76.19,2025-06-23 06:06:34,0
T0015583,C01627,D01347,B002577,34.67,2025-12-31 01:05:44,0
T0015584,C00967,D01240,B001089,120.08,2026-05-16 22:17:30,0
T0015585,C01169,D01139,B001222,17.61,2026-01-30 23:06:43,0
T0015586,C00684,D01073,B002709,51.13,2025-12-23 10:30:02,0
T0015587,C01803,D00637,B002965,34.96,2025-10-12 03:46:13,0
T0015588,C00487,D00271,B001296,75.77,2026-02-03 00:14:01,0
T0015589,C00375,D00063,B002513,17.69,2026-01-28 19:22:42,0
T0015590,C00304,D01071,B001023,4.85,2026-01-11 05:29:16,0
T0015591,C01094,D00647,B001734,160.41,2026-03-15 12:38:51,0
T0015592,C01657,D00355,B000488,141.34,2025-06-18 18:04:49,0
T0015593,C00765,D00886,B000582,184.83,2025-10-11 13:48:31,0
T0015594,C00120,D01441,B002161,161.99,2026-01-20 14:24:55,0
T0015595,C01230,D00055,B001131,18.21,2025-08-25 18:31:37,1
T0015596,C00506,D01147,B000276,51.6,2026-05-01 00:56:46,0
T0015597,C01876,D01206,B002608,20.81,2026-05-27 21:46:53,0
T0015598,C00748,D00503,B002286,277.7,2026-03-24 08:01:16,0
T0015599,C01516,D01145,B000253,206.1,2025-09-04 13:19:20,0
T0015600,C00665,D00558,B000709,33.76,2025-08-07 07:17:31,0
T0015601,C00142,D00807,B002412,62.63,2026-02-23 16:36:17,0
T0015602,C00512,D00231,B000056,509.95,2025-06-22 09:39:17,0
T0015603,C01828,D00101,B000795,135.27,2025-12-24 21:44:00,0
T0015604,C01681,D00403,B000008,242.28,2025-08-02 11:35:26,0
T0015605,C01745,D00535,B001526,46.1,2025-10-31 06:56:25,0
T0015606,C01667,D00036,B002942,35.37,2026-04-26 14:07:26,0
T0015607,C01619,D01408,B000232,229.81,2025-06-28 19:04:20,0
T0015608,C01567,D00088,B002583,173.69,2025-07-25 02:56:52,0
T0015609,C00586,D01124,B000272,171.37,2026-02-14 03:31:19,0
T0015610,C00588,D00420,B000932,120.66,2026-03-30 02:17:20,0
T0015611,C00905,D01316,B002143,124.37,2026-01-08 01:55:20,0
T0015612,C01930,D01428,B001241,199.6,2025-09-14 20:15:48,0
T0015613,C00473,D01006,B001284,47.21,2025-09-17 07:24:59,0
T0015614,C01382,D00416,B002260,65.26,2026-05-24 11:19:30,1
T0015615,C00929,D00672,B001622,307.93,2025-09-29 06:51:38,0
T0015616,C00582,D00245,B002562,55.41,2025-09-07 06:34:37,1
T0015617,C01104,D01061,B000224,118.55,2025-08-27 03:01:28,0
T0015618,C00302,D00140,B000709,181.92,2026-01-15 11:27:56,0
T0015619,C00386,D00028,B002594,1424.36,2026-02-23 20:45:42,0
T0015620,C00010,D00493,B001769,85.72,2026-04-22 08:39:12,0
T0015621,C01506,D00704,B002745,83.82,2025-08-18 21:58:50,0
T0015622,C00270,D00671,B001044,277.33,2025-12-12 01:07:23,0
T0015623,C00795,D00134,B000328,245.6,2025-07-16 10:30:54,0
T0015624,C01079,D00768,B001259,197.0,2025-09-16 01:11:11,0
T0015625,C01120,D00944,B002638,93.33,2025-08-30 08:23:55,0
T0015626,C01394,D00958,B000803,58.72,2025-06-24 13:33:26,0
T0015627,C01729,D00751,B001539,140.75,2025-12-23 22:47:25,0
T0015628,C01839,D01056,B002706,313.39,2025-07-06 14:48:16,1
T0015629,C01669,D01322,B000390,322.84,2026-04-20 17:01:06,0
T0015630,C01835,D01251,B000090,17.23,2025-12-14 12:17:51,0
T0015631,C01231,D01201,B000359,83.88,2025-07-29 00:06:18,0
T0015632,C00620,D00906,B001591,93.75,2025-10-09 07:58:28,0
T0015633,C00118,D00744,B000897,569.91,2025-09-25 05:50:30,1
T0015634,C00378,D01188,B002085,169.98,2026-04-09 03:44:47,0
T0015635,C01887,D01349,B000252,78.45,2025-11-10 05:21:37,0
T0015636,C01685,D00298,B000356,3.96,2025-09-14 17:26:17,0
T0015637,C01786,D00715,B000253,124.99,2025-06-21 23:48:14,0
T0015638,C01566,D00013,B001682,15.15,2026-02-19 08:00:18,0
T0015639,C01644,D01170,B000581,269.77,2026-04-09 09:02:38,0
T0015640,C01901,D00564,B000680,209.46,2025-09-15 04:11:36,0
T0015641,C00372,D00246,B002934,92.57,2025-11-28 06:32:43,0
T0015642,C00400,D01488,B000585,84.11,2025-08-25 02:39:49,0
T0015643,C01963,D00510,B000237,341.45,2026-03-05 23:33:21,0
T0015644,C01967,D00995,B001366,51.05,2025-07-19 12:53:02,0
T0015645,C01133,D00777,B002310,42.96,2025-08-28 15:16:33,0
T0015646,C01212,D00646,B000312,420.02,2025-10-28 02:00:47,0
T0015647,C00262,D00642,B000212,248.52,2025-06-13 14:07:23,0
T0015648,C01911,D00183,B002106,257.74,2026-03-20 16:59:25,0
T0015649,C00789,D00081,B000249,32.57,2025-07-21 17:14:25,0
T0015650,C01058,D01032,B002228,23.2,2026-01-22 05:25:32,0
T0015651,C00548,D01417,B000565,3.96,2026-03-01 08:56:10,0
T0015652,C00178,D00320,B001859,40.58,2026-05-30 23:41:25,0
T0015653,C00211,D01395,B001467,223.21,2025-10-29 11:57:35,0
T0015654,C01615,D01126,B000824,41.17,2026-04-15 10:39:20,1
T0015655,C01675,D01495,B000897,195.9,2026-01-05 08:35:01,0
T0015656,C01498,D01400,B001052,43.53,2025-11-22 15:22:06,0
T0015657,C00681,D01488,B002116,75.45,2025-12-13 02:19:34,0
T0015658,C01807,D00995,B001064,612.62,2025-09-25 01:12:55,0
T0015659,C01374,D01138,B000511,42.12,2026-03-14 07:59:04,0
T0015660,C01152,D00252,B000319,70.83,2025-09-22 01:42:29,0
T0015661,C01375,D01008,B000166,53.73,2026-04-15 19:21:04,1
T0015662,C01654,D00747,B001150,17.42,2026-01-27 16:56:56,0
T0015663,C00602,D00196,B001654,100.97,2025-09-13 09:27:46,0
