case_id,fraud_type,case_title,modus_operandi,fraud_pattern,investigation_summary,entities_involved,risk_indicators,resolution,regulatory_reference,created_at
CASE00296,AML,Fraud Case 296,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-296,2026-06-08 20:07:51.071977
CASE00297,Mule,Fraud Case 297,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-297,2026-06-08 20:07:51.071977
CASE00298,Mule,Fraud Case 298,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-298,2026-06-08 20:07:51.071977
CASE00299,ATO,Fraud Case 299,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-299,2026-06-08 20:07:51.071977
CASE00300,ATO,Fraud Case 300,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-300,2026-06-08 20:07:51.071977
CASE00301,AML,Fraud Case 301,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-301,2026-06-08 20:07:51.071977
CASE00302,Card,Fraud Case 302,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-302,2026-06-08 20:07:51.071977
CASE00303,Mule,Fraud Case 303,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-303,2026-06-08 20:07:51.071977
CASE00304,Mule,Fraud Case 304,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-304,2026-06-08 20:07:51.071977
CASE00305,AML,Fraud Case 305,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-305,2026-06-08 20:07:51.071977
CASE00306,ATO,Fraud Case 306,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-306,2026-06-08 20:07:51.071977
CASE00307,Card,Fraud Case 307,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-307,2026-06-08 20:07:51.071977
CASE00308,Card,Fraud Case 308,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-308,2026-06-08 20:07:51.071977
CASE00309,ATO,Fraud Case 309,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-309,2026-06-08 20:07:51.071977
CASE00310,Mule,Fraud Case 310,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-310,2026-06-08 20:07:51.071977
CASE00311,Card,Fraud Case 311,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-311,2026-06-08 20:07:51.071977
CASE00312,ATO,Fraud Case 312,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-312,2026-06-08 20:07:51.071977
CASE00313,Mule,Fraud Case 313,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-313,2026-06-08 20:07:51.071977
CASE00314,ATO,Fraud Case 314,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-314,2026-06-08 20:07:51.071977
CASE00315,Mule,Fraud Case 315,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-315,2026-06-08 20:07:51.071977
CASE00316,AML,Fraud Case 316,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-316,2026-06-08 20:07:51.071977
CASE00317,Card,Fraud Case 317,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-317,2026-06-08 20:07:51.071977
CASE00318,AML,Fraud Case 318,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-318,2026-06-08 20:07:51.071977
CASE00319,Mule,Fraud Case 319,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-319,2026-06-08 20:07:51.071977
CASE00320,ATO,Fraud Case 320,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-320,2026-06-08 20:07:51.071977
CASE00321,AML,Fraud Case 321,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-321,2026-06-08 20:07:51.071977
CASE00322,Card,Fraud Case 322,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-322,2026-06-08 20:07:51.071977
CASE00323,ATO,Fraud Case 323,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-323,2026-06-08 20:07:51.071977
CASE00324,ATO,Fraud Case 324,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-324,2026-06-08 20:07:51.071977
CASE00325,Card,Fraud Case 325,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-325,2026-06-08 20:07:51.071977
CASE00326,Mule,Fraud Case 326,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-326,2026-06-08 20:07:51.071977
CASE00327,Mule,Fraud Case 327,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-327,2026-06-08 20:07:51.071977
CASE00328,Mule,Fraud Case 328,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-328,2026-06-08 20:07:51.071977
CASE00329,ATO,Fraud Case 329,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-329,2026-06-08 20:07:51.071977
CASE00330,AML,Fraud Case 330,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-330,2026-06-08 20:07:51.071977
CASE00331,Mule,Fraud Case 331,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-331,2026-06-08 20:07:51.071977
CASE00332,Card,Fraud Case 332,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-332,2026-06-08 20:07:51.071977
CASE00333,Card,Fraud Case 333,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-333,2026-06-08 20:07:51.071977
CASE00334,AML,Fraud Case 334,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-334,2026-06-08 20:07:51.071977
CASE00335,Card,Fraud Case 335,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-335,2026-06-08 20:07:51.071977
CASE00336,ATO,Fraud Case 336,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-336,2026-06-08 20:07:51.071977
CASE00337,Mule,Fraud Case 337,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-337,2026-06-08 20:07:51.071977
CASE00338,Card,Fraud Case 338,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-338,2026-06-08 20:07:51.071977
CASE00339,ATO,Fraud Case 339,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-339,2026-06-08 20:07:51.071977
CASE00340,Card,Fraud Case 340,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-340,2026-06-08 20:07:51.071977
CASE00341,Card,Fraud Case 341,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-341,2026-06-08 20:07:51.071977
CASE00342,ATO,Fraud Case 342,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-342,2026-06-08 20:07:51.071977
CASE00343,AML,Fraud Case 343,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-343,2026-06-08 20:07:51.071977
CASE00344,Mule,Fraud Case 344,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-344,2026-06-08 20:07:51.071977
CASE00345,Mule,Fraud Case 345,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-345,2026-06-08 20:07:51.071977
CASE00346,Card,Fraud Case 346,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-346,2026-06-08 20:07:51.071977
CASE00347,Card,Fraud Case 347,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-347,2026-06-08 20:07:51.071977
CASE00348,AML,Fraud Case 348,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-348,2026-06-08 20:07:51.071977
CASE00349,AML,Fraud Case 349,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-349,2026-06-08 20:07:51.071977
CASE00350,ATO,Fraud Case 350,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-350,2026-06-08 20:07:51.071977
CASE00351,ATO,Fraud Case 351,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-351,2026-06-08 20:07:51.071977
CASE00352,AML,Fraud Case 352,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-352,2026-06-08 20:07:51.071977
CASE00353,ATO,Fraud Case 353,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-353,2026-06-08 20:07:51.071977
CASE00354,Card,Fraud Case 354,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-354,2026-06-08 20:07:51.071977
CASE00355,Card,Fraud Case 355,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-355,2026-06-08 20:07:51.071977
CASE00356,AML,Fraud Case 356,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-356,2026-06-08 20:07:51.071977
CASE00357,Mule,Fraud Case 357,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-357,2026-06-08 20:07:51.071977
CASE00358,AML,Fraud Case 358,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-358,2026-06-08 20:07:51.071977
CASE00359,ATO,Fraud Case 359,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-359,2026-06-08 20:07:51.071977
CASE00360,Mule,Fraud Case 360,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-360,2026-06-08 20:07:51.071977
CASE00361,AML,Fraud Case 361,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-361,2026-06-08 20:07:51.071977
CASE00362,AML,Fraud Case 362,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-362,2026-06-08 20:07:51.071977
CASE00363,Card,Fraud Case 363,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-363,2026-06-08 20:07:51.071977
CASE00364,Mule,Fraud Case 364,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-364,2026-06-08 20:07:51.071977
CASE00365,Card,Fraud Case 365,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-365,2026-06-08 20:07:51.071977
CASE00366,ATO,Fraud Case 366,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-366,2026-06-08 20:07:51.071977
CASE00367,Mule,Fraud Case 367,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-367,2026-06-08 20:07:51.071977
CASE00368,Card,Fraud Case 368,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-368,2026-06-08 20:07:51.071977
CASE00369,Card,Fraud Case 369,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-369,2026-06-08 20:07:51.071977
CASE00370,ATO,Fraud Case 370,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-370,2026-06-08 20:07:51.071977
CASE00371,Mule,Fraud Case 371,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-371,2026-06-08 20:07:51.071977
CASE00372,AML,Fraud Case 372,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-372,2026-06-08 20:07:51.071977
CASE00373,Card,Fraud Case 373,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-373,2026-06-08 20:07:51.071977
CASE00374,Mule,Fraud Case 374,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-374,2026-06-08 20:07:51.071977
CASE00375,AML,Fraud Case 375,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-375,2026-06-08 20:07:51.071977
CASE00376,ATO,Fraud Case 376,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-376,2026-06-08 20:07:51.071977
CASE00377,Card,Fraud Case 377,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-377,2026-06-08 20:07:51.071977
CASE00378,Mule,Fraud Case 378,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-378,2026-06-08 20:07:51.071977
CASE00379,AML,Fraud Case 379,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-379,2026-06-08 20:07:51.071977
CASE00380,Mule,Fraud Case 380,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-380,2026-06-08 20:07:51.071977
CASE00381,Mule,Fraud Case 381,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-381,2026-06-08 20:07:51.071977
CASE00382,AML,Fraud Case 382,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-382,2026-06-08 20:07:51.071977
CASE00383,Card,Fraud Case 383,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-383,2026-06-08 20:07:51.071977
CASE00384,Mule,Fraud Case 384,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-384,2026-06-08 20:07:51.071977
CASE00385,AML,Fraud Case 385,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-385,2026-06-08 20:07:51.071977
CASE00386,ATO,Fraud Case 386,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-386,2026-06-08 20:07:51.071977
CASE00387,ATO,Fraud Case 387,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-387,2026-06-08 20:07:51.071977
CASE00388,AML,Fraud Case 388,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-388,2026-06-08 20:07:51.071977
CASE00389,ATO,Fraud Case 389,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-389,2026-06-08 20:07:51.071977
CASE00390,Card,Fraud Case 390,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-390,2026-06-08 20:07:51.071977
CASE00391,Mule,Fraud Case 391,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-391,2026-06-08 20:07:51.071977
CASE00392,Mule,Fraud Case 392,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-392,2026-06-08 20:07:51.071977
CASE00393,Mule,Fraud Case 393,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-393,2026-06-08 20:07:51.071977
CASE00394,ATO,Fraud Case 394,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-394,2026-06-08 20:07:51.071977
CASE00395,ATO,Fraud Case 395,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-395,2026-06-08 20:07:51.071977
CASE00396,Mule,Fraud Case 396,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-396,2026-06-08 20:07:51.071977
CASE00397,AML,Fraud Case 397,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-397,2026-06-08 20:07:51.071977
CASE00398,ATO,Fraud Case 398,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-398,2026-06-08 20:07:51.071977
CASE00399,Card,Fraud Case 399,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-399,2026-06-08 20:07:51.071977
CASE00400,Mule,Fraud Case 400,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-400,2026-06-08 20:07:51.071977
CASE00401,Card,Fraud Case 401,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-401,2026-06-08 20:07:51.071977
CASE00402,AML,Fraud Case 402,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-402,2026-06-08 20:07:51.071977
CASE00403,ATO,Fraud Case 403,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-403,2026-06-08 20:07:51.071977
CASE00404,AML,Fraud Case 404,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-404,2026-06-08 20:07:51.071977
CASE00405,AML,Fraud Case 405,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-405,2026-06-08 20:07:51.071977
CASE00406,AML,Fraud Case 406,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-406,2026-06-08 20:07:51.071977
CASE00407,ATO,Fraud Case 407,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-407,2026-06-08 20:07:51.071977
CASE00408,Mule,Fraud Case 408,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-408,2026-06-08 20:07:51.071977
CASE00409,Mule,Fraud Case 409,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-409,2026-06-08 20:07:51.071977
CASE00410,Mule,Fraud Case 410,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-410,2026-06-08 20:07:51.071977
CASE00411,Mule,Fraud Case 411,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-411,2026-06-08 20:07:51.071977
CASE00412,Mule,Fraud Case 412,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-412,2026-06-08 20:07:51.071977
CASE00413,AML,Fraud Case 413,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-413,2026-06-08 20:07:51.071977
CASE00414,ATO,Fraud Case 414,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-414,2026-06-08 20:07:51.071977
CASE00415,ATO,Fraud Case 415,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-415,2026-06-08 20:07:51.071977
CASE00416,Mule,Fraud Case 416,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-416,2026-06-08 20:07:51.071977
CASE00417,Card,Fraud Case 417,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-417,2026-06-08 20:07:51.071977
CASE00418,Mule,Fraud Case 418,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-418,2026-06-08 20:07:51.071977
CASE00419,Card,Fraud Case 419,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-419,2026-06-08 20:07:51.071977
CASE00420,Mule,Fraud Case 420,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-420,2026-06-08 20:07:51.071977
CASE00421,AML,Fraud Case 421,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-421,2026-06-08 20:07:51.071977
CASE00422,ATO,Fraud Case 422,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-422,2026-06-08 20:07:51.071977
CASE00423,Card,Fraud Case 423,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-423,2026-06-08 20:07:51.071977
CASE00424,AML,Fraud Case 424,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-424,2026-06-08 20:07:51.071977
CASE00425,Mule,Fraud Case 425,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-425,2026-06-08 20:07:51.071977
CASE00426,AML,Fraud Case 426,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-426,2026-06-08 20:07:51.071977
CASE00427,Mule,Fraud Case 427,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-427,2026-06-08 20:07:51.071977
CASE00428,AML,Fraud Case 428,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-428,2026-06-08 20:07:51.071977
CASE00429,AML,Fraud Case 429,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-429,2026-06-08 20:07:51.071977
CASE00430,Card,Fraud Case 430,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-430,2026-06-08 20:07:51.071977
CASE00431,Card,Fraud Case 431,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-431,2026-06-08 20:07:51.071977
CASE00432,Card,Fraud Case 432,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-432,2026-06-08 20:07:51.071977
CASE00433,Mule,Fraud Case 433,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-433,2026-06-08 20:07:51.071977
CASE00434,AML,Fraud Case 434,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-434,2026-06-08 20:07:51.071977
CASE00435,Card,Fraud Case 435,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-435,2026-06-08 20:07:51.071977
CASE00436,AML,Fraud Case 436,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-436,2026-06-08 20:07:51.071977
CASE00437,AML,Fraud Case 437,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-437,2026-06-08 20:07:51.071977
CASE00438,Mule,Fraud Case 438,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-438,2026-06-08 20:07:51.071977
CASE00439,Card,Fraud Case 439,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-439,2026-06-08 20:07:51.071977
CASE00440,AML,Fraud Case 440,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-440,2026-06-08 20:07:51.071977
CASE00441,AML,Fraud Case 441,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-441,2026-06-08 20:07:51.071977
CASE00442,Mule,Fraud Case 442,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-442,2026-06-08 20:07:51.071977
CASE00443,Mule,Fraud Case 443,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-443,2026-06-08 20:07:51.071977
CASE00444,Mule,Fraud Case 444,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-444,2026-06-08 20:07:51.071977
