audit_id,transaction_id,customer_id,fraud_probability,overall_risk_score,risk_category,decision
AUDT0014568,T0014568,C01662,35.43,35.43,LOW,ALLOW
AUDT0014569,T0014569,C01454,32.9,32.9,LOW,ALLOW
AUDT0014570,T0014570,C00360,31.43,31.43,LOW,ALLOW
AUDT0014571,T0014571,C00335,73.33,73.33,HIGH,BLOCK
AUDT0014572,T0014572,C01245,14.5,14.5,LOW,ALLOW
AUDT0014573,T0014573,C01231,3.52,3.52,LOW,ALLOW
AUDT0014574,T0014574,C00510,16.39,16.39,LOW,ALLOW
AUDT0014575,T0014575,C00467,28.16,28.16,LOW,ALLOW
AUDT0014576,T0014576,C00954,25.01,25.01,LOW,ALLOW
AUDT0014577,T0014577,C00522,37.4,37.4,LOW,ALLOW
AUDT0014578,T0014578,C01252,14.76,14.76,LOW,ALLOW
AUDT0014579,T0014579,C00736,16.66,16.66,LOW,ALLOW
AUDT0014580,T0014580,C01704,31.07,31.07,LOW,ALLOW
AUDT0014581,T0014581,C00007,6.34,6.34,LOW,ALLOW
AUDT0014582,T0014582,C00460,6.77,6.77,LOW,ALLOW
AUDT0014583,T0014583,C01867,22.92,22.92,LOW,ALLOW
AUDT0014584,T0014584,C01106,15.31,15.31,LOW,ALLOW
AUDT0014585,T0014585,C01549,39.92,39.92,LOW,ALLOW
AUDT0014586,T0014586,C01563,8.81,8.81,LOW,ALLOW
AUDT0014587,T0014587,C01229,95.53,95.53,HIGH,BLOCK
AUDT0014588,T0014588,C01520,16.92,16.92,LOW,ALLOW
AUDT0014589,T0014589,C00834,38.87,38.87,LOW,ALLOW
AUDT0014590,T0014590,C00667,5.64,5.64,LOW,ALLOW
AUDT0014591,T0014591,C00458,32.42,32.42,LOW,ALLOW
AUDT0014592,T0014592,C01361,33.32,33.32,LOW,ALLOW
AUDT0014593,T0014593,C01359,14.75,14.75,LOW,ALLOW
AUDT0014594,T0014594,C00524,7.04,7.04,LOW,ALLOW
AUDT0014595,T0014595,C01463,15.6,15.6,LOW,ALLOW
AUDT0014596,T0014596,C01170,28.41,28.41,LOW,ALLOW
AUDT0014597,T0014597,C00747,15.26,15.26,LOW,ALLOW
AUDT0014598,T0014598,C00301,38.97,38.97,LOW,ALLOW
AUDT0014599,T0014599,C01482,39.94,39.94,LOW,ALLOW
AUDT0014600,T0014600,C00345,37.42,37.42,LOW,ALLOW
AUDT0014601,T0014601,C00658,8.38,8.38,LOW,ALLOW
AUDT0014602,T0014602,C01324,11.64,11.64,LOW,ALLOW
AUDT0014603,T0014603,C00539,15.93,15.93,LOW,ALLOW
AUDT0014604,T0014604,C01698,31.04,31.04,LOW,ALLOW
AUDT0014605,T0014605,C00445,72.02,72.02,HIGH,BLOCK
AUDT0014606,T0014606,C01085,36.87,36.87,LOW,ALLOW
AUDT0014607,T0014607,C01912,33.44,33.44,LOW,ALLOW
AUDT0014608,T0014608,C01278,12.86,12.86,LOW,ALLOW
AUDT0014609,T0014609,C00597,4.45,4.45,LOW,ALLOW
AUDT0014610,T0014610,C00268,35.3,35.3,LOW,ALLOW
AUDT0014611,T0014611,C00881,20.91,20.91,LOW,ALLOW
AUDT0014612,T0014612,C00345,33.05,33.05,LOW,ALLOW
AUDT0014613,T0014613,C01465,36.85,36.85,LOW,ALLOW
AUDT0014614,T0014614,C00974,32.81,32.81,LOW,ALLOW
AUDT0014615,T0014615,C01763,29.41,29.41,LOW,ALLOW
AUDT0014616,T0014616,C00405,18.02,18.02,LOW,ALLOW
AUDT0014617,T0014617,C00997,6.22,6.22,LOW,ALLOW
AUDT0014618,T0014618,C01308,12.11,12.11,LOW,ALLOW
AUDT0014619,T0014619,C01814,13.4,13.4,LOW,ALLOW
AUDT0014620,T0014620,C00412,8.89,8.89,LOW,ALLOW
AUDT0014621,T0014621,C01577,34.11,34.11,LOW,ALLOW
AUDT0014622,T0014622,C01172,27.0,27.0,LOW,ALLOW
AUDT0014623,T0014623,C01520,93.73,93.73,HIGH,BLOCK
AUDT0014624,T0014624,C00554,21.06,21.06,LOW,ALLOW
AUDT0014625,T0014625,C01982,3.05,3.05,LOW,ALLOW
AUDT0014626,T0014626,C01001,31.48,31.48,LOW,ALLOW
AUDT0014627,T0014627,C00173,24.37,24.37,LOW,ALLOW
AUDT0014628,T0014628,C00506,19.54,19.54,LOW,ALLOW
AUDT0014629,T0014629,C01597,22.19,22.19,LOW,ALLOW
AUDT0014630,T0014630,C00708,33.45,33.45,LOW,ALLOW
AUDT0014631,T0014631,C01996,25.62,25.62,LOW,ALLOW
AUDT0014632,T0014632,C00079,6.17,6.17,LOW,ALLOW
AUDT0014633,T0014633,C01903,29.62,29.62,LOW,ALLOW
AUDT0014634,T0014634,C00781,16.67,16.67,LOW,ALLOW
AUDT0014635,T0014635,C00675,98.56,98.56,HIGH,BLOCK
AUDT0014636,T0014636,C01376,16.36,16.36,LOW,ALLOW
AUDT0014637,T0014637,C00124,20.98,20.98,LOW,ALLOW
AUDT0014638,T0014638,C00468,20.37,20.37,LOW,ALLOW
AUDT0014639,T0014639,C01152,20.21,20.21,LOW,ALLOW
AUDT0014640,T0014640,C00206,8.76,8.76,LOW,ALLOW
AUDT0014641,T0014641,C01923,15.38,15.38,LOW,ALLOW
AUDT0014642,T0014642,C00035,4.91,4.91,LOW,ALLOW
AUDT0014643,T0014643,C00537,90.55,90.55,HIGH,BLOCK
AUDT0014644,T0014644,C00941,31.17,31.17,LOW,ALLOW
AUDT0014645,T0014645,C00491,17.46,17.46,LOW,ALLOW
AUDT0014646,T0014646,C01329,39.84,39.84,LOW,ALLOW
AUDT0014647,T0014647,C01529,23.51,23.51,LOW,ALLOW
AUDT0014648,T0014648,C00505,17.88,17.88,LOW,ALLOW
AUDT0014649,T0014649,C01405,36.77,36.77,LOW,ALLOW
AUDT0014650,T0014650,C01155,10.01,10.01,LOW,ALLOW
AUDT0014651,T0014651,C00906,79.71,79.71,HIGH,BLOCK
AUDT0014652,T0014652,C01458,10.81,10.81,LOW,ALLOW
AUDT0014653,T0014653,C00614,37.79,37.79,LOW,ALLOW
AUDT0014654,T0014654,C01894,11.3,11.3,LOW,ALLOW
AUDT0014655,T0014655,C01173,5.93,5.93,LOW,ALLOW
AUDT0014656,T0014656,C00647,4.18,4.18,LOW,ALLOW
AUDT0014657,T0014657,C01527,14.99,14.99,LOW,ALLOW
AUDT0014658,T0014658,C01274,73.94,73.94,HIGH,BLOCK
AUDT0014659,T0014659,C01639,27.9,27.9,LOW,ALLOW
AUDT0014660,T0014660,C01582,4.72,4.72,LOW,ALLOW
AUDT0014661,T0014661,C00420,89.89,89.89,HIGH,BLOCK
AUDT0014662,T0014662,C01021,91.29,91.29,HIGH,BLOCK
AUDT0014663,T0014663,C00216,11.35,11.35,LOW,ALLOW
AUDT0014664,T0014664,C00592,27.32,27.32,LOW,ALLOW
AUDT0014665,T0014665,C00086,1.67,1.67,LOW,ALLOW
AUDT0014666,T0014666,C01657,30.28,30.28,LOW,ALLOW
AUDT0014667,T0014667,C00149,9.2,9.2,LOW,ALLOW
AUDT0014668,T0014668,C01132,28.91,28.91,LOW,ALLOW
AUDT0014669,T0014669,C00300,8.86,8.86,LOW,ALLOW
AUDT0014670,T0014670,C00388,31.96,31.96,LOW,ALLOW
AUDT0014671,T0014671,C00861,17.36,17.36,LOW,ALLOW
AUDT0014672,T0014672,C01872,3.58,3.58,LOW,ALLOW
AUDT0014673,T0014673,C01773,79.91,79.91,HIGH,BLOCK
AUDT0014674,T0014674,C01186,26.82,26.82,LOW,ALLOW
AUDT0014675,T0014675,C00146,4.03,4.03,LOW,ALLOW
AUDT0014676,T0014676,C01620,15.11,15.11,LOW,ALLOW
AUDT0014677,T0014677,C00287,2.78,2.78,LOW,ALLOW
AUDT0014678,T0014678,C00752,87.34,87.34,HIGH,BLOCK
AUDT0014679,T0014679,C00773,6.96,6.96,LOW,ALLOW
AUDT0014680,T0014680,C01892,36.84,36.84,LOW,ALLOW
AUDT0014681,T0014681,C00671,27.65,27.65,LOW,ALLOW
AUDT0014682,T0014682,C01190,34.13,34.13,LOW,ALLOW
AUDT0014683,T0014683,C00551,20.9,20.9,LOW,ALLOW
AUDT0014684,T0014684,C00056,35.48,35.48,LOW,ALLOW
AUDT0014685,T0014685,C00649,34.17,34.17,LOW,ALLOW
AUDT0014686,T0014686,C01734,24.69,24.69,LOW,ALLOW
AUDT0014687,T0014687,C00652,38.65,38.65,LOW,ALLOW
AUDT0014688,T0014688,C01071,89.5,89.5,HIGH,BLOCK
AUDT0014689,T0014689,C00426,24.81,24.81,LOW,ALLOW
AUDT0014690,T0014690,C01141,7.64,7.64,LOW,ALLOW
AUDT0014691,T0014691,C01811,18.74,18.74,LOW,ALLOW
AUDT0014692,T0014692,C00148,15.11,15.11,LOW,ALLOW
AUDT0014693,T0014693,C00261,26.97,26.97,LOW,ALLOW
AUDT0014694,T0014694,C00696,11.91,11.91,LOW,ALLOW
AUDT0014695,T0014695,C01291,13.91,13.91,LOW,ALLOW
AUDT0014696,T0014696,C00428,5.79,5.79,LOW,ALLOW
AUDT0014697,T0014697,C01377,12.18,12.18,LOW,ALLOW
AUDT0014698,T0014698,C00559,14.62,14.62,LOW,ALLOW
AUDT0014699,T0014699,C01455,28.19,28.19,LOW,ALLOW
AUDT0014700,T0014700,C01803,38.26,38.26,LOW,ALLOW
AUDT0014701,T0014701,C01002,39.49,39.49,LOW,ALLOW
AUDT0014702,T0014702,C01886,27.47,27.47,LOW,ALLOW
AUDT0014703,T0014703,C01324,17.94,17.94,LOW,ALLOW
AUDT0014704,T0014704,C01196,11.22,11.22,LOW,ALLOW
AUDT0014705,T0014705,C00011,17.45,17.45,LOW,ALLOW
AUDT0014706,T0014706,C01719,26.27,26.27,LOW,ALLOW
AUDT0014707,T0014707,C00624,11.41,11.41,LOW,ALLOW
AUDT0014708,T0014708,C00509,37.62,37.62,LOW,ALLOW
AUDT0014709,T0014709,C01487,4.23,4.23,LOW,ALLOW
AUDT0014710,T0014710,C01890,34.72,34.72,LOW,ALLOW
AUDT0014711,T0014711,C00307,9.27,9.27,LOW,ALLOW
AUDT0014712,T0014712,C00798,3.68,3.68,LOW,ALLOW
AUDT0014713,T0014713,C01938,14.71,14.71,LOW,ALLOW
AUDT0014714,T0014714,C01375,9.74,9.74,LOW,ALLOW
AUDT0014715,T0014715,C01411,26.78,26.78,LOW,ALLOW
AUDT0014716,T0014716,C01643,39.71,39.71,LOW,ALLOW
AUDT0014717,T0014717,C00750,24.37,24.37,LOW,ALLOW
AUDT0014718,T0014718,C00716,11.28,11.28,LOW,ALLOW
AUDT0014719,T0014719,C01619,81.92,81.92,HIGH,BLOCK
AUDT0014720,T0014720,C00426,29.91,29.91,LOW,ALLOW
AUDT0014721,T0014721,C01963,22.83,22.83,LOW,ALLOW
AUDT0014722,T0014722,C01293,98.57,98.57,HIGH,BLOCK
AUDT0014723,T0014723,C00382,22.37,22.37,LOW,ALLOW
AUDT0014724,T0014724,C01520,10.04,10.04,LOW,ALLOW
AUDT0014725,T0014725,C01671,84.39,84.39,HIGH,BLOCK
AUDT0014726,T0014726,C01013,30.58,30.58,LOW,ALLOW
AUDT0014727,T0014727,C00633,20.58,20.58,LOW,ALLOW
AUDT0014728,T0014728,C00492,10.7,10.7,LOW,ALLOW
AUDT0014729,T0014729,C00973,39.11,39.11,LOW,ALLOW
AUDT0014730,T0014730,C01516,35.33,35.33,LOW,ALLOW
AUDT0014731,T0014731,C01108,24.63,24.63,LOW,ALLOW
AUDT0014732,T0014732,C01572,6.92,6.92,LOW,ALLOW
AUDT0014733,T0014733,C00751,26.7,26.7,LOW,ALLOW
AUDT0014734,T0014734,C00384,14.41,14.41,LOW,ALLOW
AUDT0014735,T0014735,C00975,31.81,31.81,LOW,ALLOW
AUDT0014736,T0014736,C00825,39.14,39.14,LOW,ALLOW
AUDT0014737,T0014737,C01740,98.45,98.45,HIGH,BLOCK
AUDT0014738,T0014738,C01871,4.83,4.83,LOW,ALLOW
AUDT0014739,T0014739,C00242,22.28,22.28,LOW,ALLOW
AUDT0014740,T0014740,C00263,31.77,31.77,LOW,ALLOW
AUDT0014741,T0014741,C01414,95.0,95.0,HIGH,BLOCK
AUDT0014742,T0014742,C01419,37.72,37.72,LOW,ALLOW
AUDT0014743,T0014743,C01278,14.93,14.93,LOW,ALLOW
AUDT0014744,T0014744,C00331,8.78,8.78,LOW,ALLOW
AUDT0014745,T0014745,C00730,21.33,21.33,LOW,ALLOW
AUDT0014746,T0014746,C00730,33.54,33.54,LOW,ALLOW
AUDT0014747,T0014747,C00824,39.11,39.11,LOW,ALLOW
AUDT0014748,T0014748,C00667,3.85,3.85,LOW,ALLOW
AUDT0014749,T0014749,C00566,77.16,77.16,HIGH,BLOCK
AUDT0014750,T0014750,C01741,20.24,20.24,LOW,ALLOW
AUDT0014751,T0014751,C00189,21.31,21.31,LOW,ALLOW
AUDT0014752,T0014752,C01338,35.01,35.01,LOW,ALLOW
AUDT0014753,T0014753,C00167,30.25,30.25,LOW,ALLOW
AUDT0014754,T0014754,C01559,95.0,95.0,HIGH,BLOCK
AUDT0014755,T0014755,C01512,15.52,15.52,LOW,ALLOW
AUDT0014756,T0014756,C01955,30.71,30.71,LOW,ALLOW
AUDT0014757,T0014757,C00127,76.61,76.61,HIGH,BLOCK
AUDT0014758,T0014758,C00519,26.13,26.13,LOW,ALLOW
AUDT0014759,T0014759,C00042,9.62,9.62,LOW,ALLOW
AUDT0014760,T0014760,C00072,23.37,23.37,LOW,ALLOW
AUDT0014761,T0014761,C01776,27.77,27.77,LOW,ALLOW
AUDT0014762,T0014762,C00649,3.98,3.98,LOW,ALLOW
AUDT0014763,T0014763,C00720,20.73,20.73,LOW,ALLOW
AUDT0014764,T0014764,C00807,31.91,31.91,LOW,ALLOW
AUDT0014765,T0014765,C01872,2.71,2.71,LOW,ALLOW
AUDT0014766,T0014766,C01144,74.31,74.31,HIGH,BLOCK
AUDT0014767,T0014767,C00871,26.15,26.15,LOW,ALLOW
AUDT0014768,T0014768,C01138,34.94,34.94,LOW,ALLOW
AUDT0014769,T0014769,C00113,1.51,1.51,LOW,ALLOW
AUDT0014770,T0014770,C01312,71.04,71.04,HIGH,BLOCK
AUDT0014771,T0014771,C00543,8.85,8.85,LOW,ALLOW
AUDT0014772,T0014772,C01013,34.55,34.55,LOW,ALLOW
AUDT0014773,T0014773,C01865,25.19,25.19,LOW,ALLOW
AUDT0014774,T0014774,C00151,10.02,10.02,LOW,ALLOW
AUDT0014775,T0014775,C00129,21.63,21.63,LOW,ALLOW
AUDT0014776,T0014776,C01248,36.89,36.89,LOW,ALLOW
AUDT0014777,T0014777,C00927,39.6,39.6,LOW,ALLOW
AUDT0014778,T0014778,C01001,11.28,11.28,LOW,ALLOW
AUDT0014779,T0014779,C01570,32.13,32.13,LOW,ALLOW
AUDT0014780,T0014780,C01223,18.75,18.75,LOW,ALLOW
AUDT0014781,T0014781,C01180,11.51,11.51,LOW,ALLOW
AUDT0014782,T0014782,C00414,11.82,11.82,LOW,ALLOW
AUDT0014783,T0014783,C00913,25.48,25.48,LOW,ALLOW
AUDT0014784,T0014784,C00121,19.76,19.76,LOW,ALLOW
AUDT0014785,T0014785,C00959,4.72,4.72,LOW,ALLOW
AUDT0014786,T0014786,C00528,38.6,38.6,LOW,ALLOW
AUDT0014787,T0014787,C01757,9.88,9.88,LOW,ALLOW
AUDT0014788,T0014788,C00313,32.7,32.7,LOW,ALLOW
AUDT0014789,T0014789,C00277,19.95,19.95,LOW,ALLOW
AUDT0014790,T0014790,C01004,12.11,12.11,LOW,ALLOW
AUDT0014791,T0014791,C00344,38.21,38.21,LOW,ALLOW
AUDT0014792,T0014792,C01331,21.91,21.91,LOW,ALLOW
AUDT0014793,T0014793,C01834,29.48,29.48,LOW,ALLOW
AUDT0014794,T0014794,C00908,10.27,10.27,LOW,ALLOW
AUDT0014795,T0014795,C00066,22.14,22.14,LOW,ALLOW
AUDT0014796,T0014796,C01804,2.7,2.7,LOW,ALLOW
AUDT0014797,T0014797,C00037,3.9,3.9,LOW,ALLOW
AUDT0014798,T0014798,C00270,6.82,6.82,LOW,ALLOW
AUDT0014799,T0014799,C00594,20.7,20.7,LOW,ALLOW
AUDT0014800,T0014800,C01304,28.74,28.74,LOW,ALLOW
AUDT0014801,T0014801,C00086,34.85,34.85,LOW,ALLOW
AUDT0014802,T0014802,C00809,37.06,37.06,LOW,ALLOW
AUDT0014803,T0014803,C00686,7.98,7.98,LOW,ALLOW
AUDT0014804,T0014804,C01931,35.49,35.49,LOW,ALLOW
AUDT0014805,T0014805,C00719,17.59,17.59,LOW,ALLOW
AUDT0014806,T0014806,C00105,37.72,37.72,LOW,ALLOW
AUDT0014807,T0014807,C00608,8.0,8.0,LOW,ALLOW
AUDT0014808,T0014808,C01298,38.43,38.43,LOW,ALLOW
AUDT0014809,T0014809,C01653,15.9,15.9,LOW,ALLOW
AUDT0014810,T0014810,C00954,20.76,20.76,LOW,ALLOW
AUDT0014811,T0014811,C00868,29.15,29.15,LOW,ALLOW
AUDT0014812,T0014812,C00180,28.26,28.26,LOW,ALLOW
AUDT0014813,T0014813,C00575,11.74,11.74,LOW,ALLOW
AUDT0014814,T0014814,C01835,17.62,17.62,LOW,ALLOW
AUDT0014815,T0014815,C01995,36.84,36.84,LOW,ALLOW
AUDT0014816,T0014816,C01396,2.84,2.84,LOW,ALLOW
AUDT0014817,T0014817,C00842,10.83,10.83,LOW,ALLOW
AUDT0014818,T0014818,C00169,35.36,35.36,LOW,ALLOW
AUDT0014819,T0014819,C01996,18.67,18.67,LOW,ALLOW
AUDT0014820,T0014820,C01291,30.04,30.04,LOW,ALLOW
AUDT0014821,T0014821,C00296,5.1,5.1,LOW,ALLOW
AUDT0014822,T0014822,C00824,22.2,22.2,LOW,ALLOW
AUDT0014823,T0014823,C00512,30.12,30.12,LOW,ALLOW
AUDT0014824,T0014824,C00968,28.42,28.42,LOW,ALLOW
AUDT0014825,T0014825,C00577,11.35,11.35,LOW,ALLOW
AUDT0014826,T0014826,C01907,30.39,30.39,LOW,ALLOW
AUDT0014827,T0014827,C01679,20.49,20.49,LOW,ALLOW
AUDT0014828,T0014828,C01073,17.21,17.21,LOW,ALLOW
AUDT0014829,T0014829,C00011,28.13,28.13,LOW,ALLOW
AUDT0014830,T0014830,C01082,29.83,29.83,LOW,ALLOW
AUDT0014831,T0014831,C01909,22.12,22.12,LOW,ALLOW
AUDT0014832,T0014832,C01767,27.9,27.9,LOW,ALLOW
AUDT0014833,T0014833,C01826,11.45,11.45,LOW,ALLOW
AUDT0014834,T0014834,C00289,14.46,14.46,LOW,ALLOW
AUDT0014835,T0014835,C00424,34.09,34.09,LOW,ALLOW
AUDT0014836,T0014836,C00700,8.43,8.43,LOW,ALLOW
AUDT0014837,T0014837,C00179,38.86,38.86,LOW,ALLOW
AUDT0014838,T0014838,C00298,11.85,11.85,LOW,ALLOW
AUDT0014839,T0014839,C01204,10.78,10.78,LOW,ALLOW
AUDT0014840,T0014840,C00509,20.75,20.75,LOW,ALLOW
AUDT0014841,T0014841,C01860,37.72,37.72,LOW,ALLOW
AUDT0014842,T0014842,C01469,2.53,2.53,LOW,ALLOW
AUDT0014843,T0014843,C01538,70.94,70.94,HIGH,BLOCK
AUDT0014844,T0014844,C01396,35.21,35.21,LOW,ALLOW
AUDT0014845,T0014845,C01356,4.82,4.82,LOW,ALLOW
AUDT0014846,T0014846,C00102,70.19,70.19,HIGH,BLOCK
AUDT0014847,T0014847,C01963,12.22,12.22,LOW,ALLOW
AUDT0014848,T0014848,C01844,18.24,18.24,LOW,ALLOW
AUDT0014849,T0014849,C01510,3.49,3.49,LOW,ALLOW
AUDT0014850,T0014850,C00404,21.42,21.42,LOW,ALLOW
AUDT0014851,T0014851,C00019,90.66,90.66,HIGH,BLOCK
AUDT0014852,T0014852,C00186,32.0,32.0,LOW,ALLOW
AUDT0014853,T0014853,C00071,34.51,34.51,LOW,ALLOW
AUDT0014854,T0014854,C00136,37.65,37.65,LOW,ALLOW
AUDT0014855,T0014855,C01667,30.05,30.05,LOW,ALLOW
AUDT0014856,T0014856,C00306,35.12,35.12,LOW,ALLOW
AUDT0014857,T0014857,C00345,25.46,25.46,LOW,ALLOW
AUDT0014858,T0014858,C01244,35.89,35.89,LOW,ALLOW
AUDT0014859,T0014859,C01003,16.33,16.33,LOW,ALLOW
AUDT0014860,T0014860,C01283,11.45,11.45,LOW,ALLOW
AUDT0014861,T0014861,C01934,3.4,3.4,LOW,ALLOW
AUDT0014862,T0014862,C01909,20.82,20.82,LOW,ALLOW
AUDT0014863,T0014863,C00836,34.88,34.88,LOW,ALLOW
AUDT0014864,T0014864,C01142,23.2,23.2,LOW,ALLOW
AUDT0014865,T0014865,C00603,34.59,34.59,LOW,ALLOW
AUDT0014866,T0014866,C00695,37.96,37.96,LOW,ALLOW
AUDT0014867,T0014867,C00288,3.36,3.36,LOW,ALLOW
AUDT0014868,T0014868,C00524,30.51,30.51,LOW,ALLOW
AUDT0014869,T0014869,C01667,89.14,89.14,HIGH,BLOCK
AUDT0014870,T0014870,C01378,22.7,22.7,LOW,ALLOW
AUDT0014871,T0014871,C01356,14.47,14.47,LOW,ALLOW
AUDT0014872,T0014872,C00929,34.2,34.2,LOW,ALLOW
AUDT0014873,T0014873,C00364,18.94,18.94,LOW,ALLOW
AUDT0014874,T0014874,C00722,28.97,28.97,LOW,ALLOW
AUDT0014875,T0014875,C01877,14.49,14.49,LOW,ALLOW
AUDT0014876,T0014876,C01464,8.11,8.11,LOW,ALLOW
AUDT0014877,T0014877,C01812,29.01,29.01,LOW,ALLOW
AUDT0014878,T0014878,C00365,34.72,34.72,LOW,ALLOW
AUDT0014879,T0014879,C00063,15.15,15.15,LOW,ALLOW
AUDT0014880,T0014880,C00309,90.87,90.87,HIGH,BLOCK
AUDT0014881,T0014881,C01674,36.26,36.26,LOW,ALLOW
AUDT0014882,T0014882,C00693,2.31,2.31,LOW,ALLOW
AUDT0014883,T0014883,C00889,35.17,35.17,LOW,ALLOW
AUDT0014884,T0014884,C01695,8.83,8.83,LOW,ALLOW
AUDT0014885,T0014885,C00948,19.32,19.32,LOW,ALLOW
AUDT0014886,T0014886,C00146,14.9,14.9,LOW,ALLOW
AUDT0014887,T0014887,C01494,7.2,7.2,LOW,ALLOW
AUDT0014888,T0014888,C01489,14.87,14.87,LOW,ALLOW
AUDT0014889,T0014889,C00949,5.49,5.49,LOW,ALLOW
AUDT0014890,T0014890,C01520,2.25,2.25,LOW,ALLOW
AUDT0014891,T0014891,C01008,10.04,10.04,LOW,ALLOW
AUDT0014892,T0014892,C00653,19.46,19.46,LOW,ALLOW
AUDT0014893,T0014893,C01452,23.08,23.08,LOW,ALLOW
AUDT0014894,T0014894,C00968,12.4,12.4,LOW,ALLOW
AUDT0014895,T0014895,C00651,31.85,31.85,LOW,ALLOW
AUDT0014896,T0014896,C01398,27.83,27.83,LOW,ALLOW
AUDT0014897,T0014897,C00558,92.89,92.89,HIGH,BLOCK
AUDT0014898,T0014898,C01561,15.1,15.1,LOW,ALLOW
AUDT0014899,T0014899,C01074,21.64,21.64,LOW,ALLOW
AUDT0014900,T0014900,C00098,28.58,28.58,LOW,ALLOW
AUDT0014901,T0014901,C01054,14.59,14.59,LOW,ALLOW
AUDT0014902,T0014902,C00298,16.46,16.46,LOW,ALLOW
AUDT0014903,T0014903,C01255,38.71,38.71,LOW,ALLOW
AUDT0014904,T0014904,C01188,12.88,12.88,LOW,ALLOW
AUDT0014905,T0014905,C00229,14.51,14.51,LOW,ALLOW
AUDT0014906,T0014906,C01480,1.61,1.61,LOW,ALLOW
AUDT0014907,T0014907,C00065,16.03,16.03,LOW,ALLOW
AUDT0014908,T0014908,C01554,37.4,37.4,LOW,ALLOW
AUDT0014909,T0014909,C00974,28.48,28.48,LOW,ALLOW
AUDT0014910,T0014910,C01703,9.79,9.79,LOW,ALLOW
AUDT0014911,T0014911,C01063,27.04,27.04,LOW,ALLOW
AUDT0014912,T0014912,C01171,26.1,26.1,LOW,ALLOW
AUDT0014913,T0014913,C00480,32.31,32.31,LOW,ALLOW
AUDT0014914,T0014914,C00081,34.23,34.23,LOW,ALLOW
AUDT0014915,T0014915,C01312,78.24,78.24,HIGH,BLOCK
AUDT0014916,T0014916,C01488,71.67,71.67,HIGH,BLOCK
AUDT0014917,T0014917,C01197,19.4,19.4,LOW,ALLOW
AUDT0014918,T0014918,C00633,27.25,27.25,LOW,ALLOW
AUDT0014919,T0014919,C00920,28.7,28.7,LOW,ALLOW
AUDT0014920,T0014920,C01939,32.73,32.73,LOW,ALLOW
AUDT0014921,T0014921,C00840,31.08,31.08,LOW,ALLOW
AUDT0014922,T0014922,C01434,2.44,2.44,LOW,ALLOW
AUDT0014923,T0014923,C01909,96.4,96.4,HIGH,BLOCK
AUDT0014924,T0014924,C00577,18.45,18.45,LOW,ALLOW
AUDT0014925,T0014925,C01151,14.49,14.49,LOW,ALLOW
AUDT0014926,T0014926,C00634,77.67,77.67,HIGH,BLOCK
AUDT0014927,T0014927,C01548,34.49,34.49,LOW,ALLOW
AUDT0014928,T0014928,C01434,28.99,28.99,LOW,ALLOW
AUDT0014929,T0014929,C00723,38.17,38.17,LOW,ALLOW
AUDT0014930,T0014930,C00338,5.86,5.86,LOW,ALLOW
AUDT0014931,T0014931,C00751,12.92,12.92,LOW,ALLOW
AUDT0014932,T0014932,C00050,37.67,37.67,LOW,ALLOW
AUDT0014933,T0014933,C01736,34.76,34.76,LOW,ALLOW
AUDT0014934,T0014934,C01355,37.65,37.65,LOW,ALLOW
AUDT0014935,T0014935,C00734,30.24,30.24,LOW,ALLOW
AUDT0014936,T0014936,C00211,38.09,38.09,LOW,ALLOW
AUDT0014937,T0014937,C01012,37.08,37.08,LOW,ALLOW
AUDT0014938,T0014938,C01627,29.09,29.09,LOW,ALLOW
AUDT0014939,T0014939,C01949,37.62,37.62,LOW,ALLOW
AUDT0014940,T0014940,C01539,38.02,38.02,LOW,ALLOW
AUDT0014941,T0014941,C01056,37.37,37.37,LOW,ALLOW
AUDT0014942,T0014942,C00991,29.75,29.75,LOW,ALLOW
AUDT0014943,T0014943,C01320,9.84,9.84,LOW,ALLOW
AUDT0014944,T0014944,C01653,31.67,31.67,LOW,ALLOW
AUDT0014945,T0014945,C00260,33.88,33.88,LOW,ALLOW
AUDT0014946,T0014946,C01291,37.15,37.15,LOW,ALLOW
AUDT0014947,T0014947,C01411,12.71,12.71,LOW,ALLOW
AUDT0014948,T0014948,C01752,24.89,24.89,LOW,ALLOW
AUDT0014949,T0014949,C01179,30.26,30.26,LOW,ALLOW
AUDT0014950,T0014950,C01377,35.19,35.19,LOW,ALLOW
AUDT0014951,T0014951,C01789,7.77,7.77,LOW,ALLOW
AUDT0014952,T0014952,C01268,8.39,8.39,LOW,ALLOW
AUDT0014953,T0014953,C00420,6.15,6.15,LOW,ALLOW
AUDT0014954,T0014954,C00644,35.46,35.46,LOW,ALLOW
AUDT0014955,T0014955,C00741,38.42,38.42,LOW,ALLOW
AUDT0014956,T0014956,C00514,25.76,25.76,LOW,ALLOW
AUDT0014957,T0014957,C00265,12.54,12.54,LOW,ALLOW
AUDT0014958,T0014958,C01153,92.04,92.04,HIGH,BLOCK
AUDT0014959,T0014959,C00857,5.22,5.22,LOW,ALLOW
AUDT0014960,T0014960,C01887,23.71,23.71,LOW,ALLOW
AUDT0014961,T0014961,C00447,6.93,6.93,LOW,ALLOW
AUDT0014962,T0014962,C00934,26.02,26.02,LOW,ALLOW
AUDT0014963,T0014963,C00023,23.11,23.11,LOW,ALLOW
AUDT0014964,T0014964,C00412,29.18,29.18,LOW,ALLOW
