behavior_id,customer_id,device_id,current_city,behavior_risk_score
BH006649,C01129,D00574,Phagwara,79.44
BH006650,C01769,D00286,Bongaigaon,88.6
BH006651,C00580,D00291,Guntakal,46.49
BH006652,C00025,D00805,Kollam,95.47
BH006653,C01504,D00427,Mangalore,12.18
BH006654,C00453,D00261,Ahmedabad,4.71
BH006655,C01052,D00062,Nangloi Jat,54.63
BH006656,C01011,D01092,Tirupati,51.57
BH006657,C01601,D00657,Uluberia,32.45
BH006658,C01399,D01261,Dharmavaram,33.81
BH006659,C00011,D00088,Bidar,57.5
BH006660,C00199,D00746,Ahmednagar,33.53
BH006661,C00608,D00138,Bijapur,82.88
BH006662,C00897,D01448,Rourkela,90.13
BH006663,C00801,D00411,Etawah,62.2
BH006664,C01387,D00514,South Dumdum,12.79
BH006665,C00365,D00049,Gandhinagar,42.92
BH006666,C00695,D00117,Kavali,54.02
BH006667,C00256,D01428,Jamnagar,76.72
BH006668,C00276,D01168,Nellore,30.85
BH006669,C01982,D01031,Chandigarh,65.13
BH006670,C00554,D01231,Arrah,91.33
BH006671,C01397,D00800,Surat,25.93
BH006672,C00822,D00795,Amravati,10.6
BH006673,C01796,D00175,Panchkula,26.08
BH006674,C00397,D01037,Ujjain,60.48
BH006675,C00413,D00458,Tenali,10.66
BH006676,C01606,D01202,Bhimavaram,75.22
BH006677,C00774,D01210,Gandhidham,25.64
BH006678,C00069,D00705,Guwahati,55.59
BH006679,C01391,D00173,Khammam,67.2
BH006680,C01424,D01216,Saharsa,56.36
BH006681,C01507,D01297,Narasaraopet,89.84
BH006682,C01940,D01145,Srikakulam,53.29
BH006683,C00915,D00302,Etawah,62.06
BH006684,C01962,D00694,Mumbai,5.46
BH006685,C01323,D00449,Guntakal,45.77
BH006686,C00310,D00560,Dewas,28.97
BH006687,C00188,D00399,Solapur,44.76
BH006688,C00484,D00664,Nagercoil,57.91
BH006689,C01102,D00364,Loni,89.28
BH006690,C00444,D00545,Purnia,47.27
BH006691,C00149,D00088,Kozhikode,27.87
BH006692,C00436,D00380,Rampur,43.12
BH006693,C00545,D01260,Hapur,67.58
BH006694,C01224,D00586,Jammu,99.83
BH006695,C01898,D00016,Uluberia,98.22
BH006696,C01918,D01298,Alappuzha,54.66
BH006697,C00554,D01231,Jabalpur,0.27
BH006698,C00081,D00049,Saharsa,62.83
BH006699,C00412,D00620,Saharanpur,34.46
BH006700,C01643,D01075,Udaipur,83.8
BH006701,C00765,D01477,Farrukhabad,78.64
BH006702,C00366,D00064,Jaipur,89.99
BH006703,C01849,D00700,Patiala,13.96
BH006704,C00103,D00498,Hubli–Dharwad,66.82
BH006705,C01943,D00028,Davanagere,15.9
BH006706,C01952,D00791,Khora ,96.39
BH006707,C01590,D01002,Alwar,11.78
BH006708,C00746,D01320,Ongole,89.1
BH006709,C00379,D00720,Rajahmundry,15.43
BH006710,C00511,D01003,Bangalore,2.69
BH006711,C01599,D00484,Guntur,45.78
BH006712,C01037,D00259,Jaunpur,78.77
BH006713,C00236,D01462,Firozabad,23.41
BH006714,C01446,D00539,Kirari Suleman Nagar,18.16
BH006715,C01589,D00092,Raebareli,38.07
BH006716,C00015,D00856,Tirunelveli,87.55
BH006717,C00684,D01212,Kozhikode,81.12
BH006718,C00436,D01193,Jamnagar,65.34
BH006719,C00095,D01081,Ongole,95.37
BH006720,C00064,D00777,Jaipur,90.19
BH006721,C00551,D00906,Madhyamgram,82.12
BH006722,C01998,D01406,Chapra,82.18
BH006723,C00831,D00435,Bathinda,65.42
BH006724,C00257,D00410,Dharmavaram,51.56
BH006725,C00889,D01495,Korba,93.62
BH006726,C00547,D01379,Nagpur,86.57
BH006727,C01644,D00691,Vijayanagaram,81.64
BH006728,C00057,D01151,Berhampore,49.83
BH006729,C00090,D01175,Kolkata,4.4
BH006730,C01022,D01353,Pudukkottai,93.86
BH006731,C00204,D01099,Kota,78.72
BH006732,C00507,D01128,Phusro,3.14
BH006733,C00105,D00316,Dehradun,73.33
BH006734,C00163,D00406,Parbhani,99.18
BH006735,C01827,D01351,Sasaram,19.7
BH006736,C01147,D01457,Chennai,8.24
BH006737,C01492,D00650,Medininagar,23.84
BH006738,C01865,D00530,Jaipur,45.84
BH006739,C00382,D01411,Jaunpur,90.65
BH006740,C01827,D01351,Haridwar,70.79
BH006741,C01639,D00307,Kamarhati,83.24
BH006742,C01514,D01306,Hajipur,25.5
BH006743,C00768,D00703,Hindupur,43.71
BH006744,C00250,D00087,Hosur,29.05
BH006745,C01105,D01083,Begusarai,30.76
BH006746,C00562,D00927,Uluberia,48.9
BH006747,C00741,D00242,Patna,62.78
BH006748,C00514,D00252,Gudivada,72.58
BH006749,C01238,D01025,Hosur,17.31
BH006750,C00425,D01438,Medininagar,68.6
BH006751,C00353,D00686,Machilipatnam,63.3
BH006752,C00280,D01327,Bathinda,71.38
BH006753,C01181,D01243,Orai,83.45
BH006754,C01074,D00961,Thrissur,12.27
BH006755,C01154,D00662,Udaipur,1.43
BH006756,C01431,D00399,Kota,21.16
BH006757,C01987,D00903,Coimbatore,66.18
BH006758,C00014,D00427,Loni,71.84
BH006759,C01942,D01184,Berhampur,92.3
BH006760,C00720,D00081,Kochi,45.34
BH006761,C01629,D00915,Bhilwara,7.11
BH006762,C01700,D00027,Tinsukia,26.59
BH006763,C01504,D00427,Mangalore,64.99
BH006764,C00778,D00583,Morena,0.71
BH006765,C00647,D00919,Nagercoil,54.81
BH006766,C01716,D00403,Katihar,57.67
BH006767,C01827,D00133,Bhalswa Jahangir Pur,40.19
BH006768,C01677,D00016,Dewas,31.01
BH006769,C00902,D01189,Bhiwani,40.07
BH006770,C01886,D00120,Singrauli,94.61
BH006771,C01540,D01329,Tezpur,93.22
BH006772,C01673,D00260,Bhusawal,71.96
BH006773,C00789,D00921,Guwahati,86.13
BH006774,C00985,D00568,Danapur,4.69
BH006775,C00723,D00221,Bulandshahr,0.84
BH006776,C01375,D00149,Surendranagar Dudhrej,92.83
BH006777,C01741,D01200,Udupi,13.97
BH006778,C00893,D01081,Akola,32.95
BH006779,C00657,D01499,Jalgaon,7.06
BH006780,C00745,D00987,Anantapur,28.75
BH006781,C01277,D00557,Bhilai,52.92
BH006782,C01216,D00435,Anand,99.61
BH006783,C00959,D00409,Nashik,29.91
BH006784,C00565,D01006,Ratlam,16.66
BH006785,C00883,D00380,Erode,68.69
BH006786,C01135,D00275,Mysore,69.23
BH006787,C00849,D01307,Ambala,59.49
BH006788,C01099,D01083,Thane,78.36
BH006789,C00476,D01398,Moradabad,52.62
BH006790,C01608,D01186,Hazaribagh,3.47
BH006791,C00779,D00835,Moradabad,13.97
BH006792,C00850,D00640,Pune,20.22
BH006793,C00077,D01235,Bhopal,16.22
BH006794,C01776,D01118,Kanpur,25.69
BH006795,C00114,D00167,Guwahati,8.9
BH006796,C01427,D01308,Gudivada,99.98
BH006797,C01681,D01262,Sri Ganganagar,24.18
BH006798,C00041,D01255,Gurgaon,10.85
BH006799,C00230,D01159,Danapur,26.28
BH006800,C00044,D00044,Raipur,35.36
BH006801,C01028,D01097,Nanded,34.31
BH006802,C01021,D00323,Siliguri,37.15
BH006803,C01427,D01308,Bhatpara,35.55
BH006804,C01167,D00968,Guntakal,10.43
BH006805,C00154,D00860,Kumbakonam,19.29
BH006806,C01247,D00816,Dhule,93.64
BH006807,C00710,D00190,Haldia,70.75
BH006808,C01072,D01027,Tiruvottiyur,31.74
BH006809,C01920,D00593,Kanpur,95.76
BH006810,C01802,D01034,Junagadh,19.97
BH006811,C01028,D01097,Aurangabad,71.26
BH006812,C00183,D00758,Bardhaman,32.82
BH006813,C01985,D00213,Pimpri-Chinchwad,95.52
BH006814,C01872,D00464,Katihar,97.34
BH006815,C00507,D00932,Gwalior,80.79
BH006816,C01112,D00835,Raichur,80.56
BH006817,C00728,D01318,Kavali,66.43
BH006818,C00140,D00025,Mehsana,65.33
BH006819,C01892,D01102,Jorhat,32.7
BH006820,C01398,D01105,Unnao,90.4
BH006821,C01419,D01379,Srikakulam,60.0
BH006822,C01536,D00984,Amroha,77.49
BH006823,C01877,D01440,Chittoor,12.89
BH006824,C01763,D00432,Raiganj,93.43
BH006825,C00628,D00900,Sangli-Miraj & Kupwad,42.09
BH006826,C01944,D00914,Lucknow,59.19
BH006827,C00806,D00527,Mathura,93.59
BH006828,C00582,D00639,Thanjavur,43.16
BH006829,C01762,D00661,Nagaon,83.65
BH006830,C00994,D01171,Jhansi,45.76
BH006831,C00890,D01009,Thanjavur,56.46
BH006832,C01718,D00728,Tinsukia,88.64
BH006833,C00100,D00922,Vijayanagaram,81.27
BH006834,C00009,D00329,Ahmednagar,65.5
BH006835,C01906,D01019,Uluberia,81.32
BH006836,C01243,D00290,Karawal Nagar,67.97
BH006837,C01271,D00299,Hosur,85.61
BH006838,C01518,D00756,Chennai,86.39
BH006839,C01714,D00615,Rajkot,18.79
BH006840,C01957,D01032,Kolhapur,45.42
BH006841,C00207,D00247,Nagaon,12.42
BH006842,C01763,D00432,Ambattur,63.69
BH006843,C01172,D00709,Kavali,63.39
BH006844,C01842,D00183,Bidar,73.1
BH006845,C00784,D00615,Sirsa,82.63
BH006846,C01671,D00873,Indore,41.71
BH006847,C00375,D01269,Bhiwandi,3.57
BH006848,C00801,D00411,Hosur,42.5
BH006849,C00445,D00281,Rajpur Sonarpur,79.2
BH006850,C01233,D00184,Tirunelveli,98.54
BH006851,C00723,D00221,Bhagalpur,52.19
BH006852,C00590,D00367,Jodhpur,73.18
BH006853,C00785,D00470,Vijayanagaram,32.3
BH006854,C01380,D00881,Tadepalligudem,95.44
BH006855,C00030,D00692,Bettiah,5.37
BH006856,C01013,D00174,Danapur,31.34
BH006857,C01752,D00459,Hindupur,75.67
BH006858,C01717,D00373,Darbhanga,6.55
BH006859,C00561,D00500,South Dumdum,6.13
BH006860,C01811,D00727,Bhubaneswar,52.92
BH006861,C00389,D01293,Ajmer,4.93
BH006862,C00574,D00099,Nagpur,1.45
BH006863,C01956,D01376,Hindupur,73.75
BH006864,C00506,D00522,Ramagundam,51.55
BH006865,C01751,D01242,Mumbai,2.44
BH006866,C00543,D00837,Tenali,0.39
BH006867,C01901,D00279,Bhind,8.6
BH006868,C01859,D00879,Bidhannagar,46.81
BH006869,C00198,D00396,Ajmer,23.56
BH006870,C00673,D01264,Machilipatnam,68.95
BH006871,C01923,D01246,Tumkur,75.65
BH006872,C01002,D01267,Dhule,62.96
BH006873,C00452,D00300,Muzaffarnagar,43.62
BH006874,C00703,D01251,Karaikudi,44.08
BH006875,C00133,D00707,Vijayanagaram,12.73
BH006876,C00732,D00334,Uluberia,94.7
BH006877,C00692,D00613,Dhanbad,31.0
BH006878,C01898,D00995,Farrukhabad,28.81
BH006879,C01921,D00223,Kumbakonam,17.97
BH006880,C00798,D00589,Ulhasnagar,42.8
BH006881,C00696,D00886,Coimbatore,58.01
BH006882,C01636,D01353,Jaipur,60.72
BH006883,C00368,D01394,Jorhat,70.78
BH006884,C01705,D00702,Mirzapur,96.17
BH006885,C00709,D00018,Guna,93.37
BH006886,C00202,D00989,Ratlam,88.47
BH006887,C01701,D00200,Vadodara,63.66
BH006888,C01167,D00684,Bhusawal,43.67
BH006889,C00968,D01158,Chittoor,85.47
BH006890,C01106,D00549,Khandwa,64.4
BH006891,C00677,D01368,Tiruchirappalli,89.16
BH006892,C01664,D00289,Farrukhabad,47.32
BH006893,C00441,D00023,Etawah,83.13
BH006894,C01235,D01187,Bathinda,22.1
BH006895,C01883,D00227,Jamalpur,68.87
BH006896,C00225,D00978,Raichur,98.64
BH006897,C00710,D01009,Gwalior,56.74
BH006898,C01613,D00170,Guntur,31.51
BH006899,C01368,D00672,Gandhinagar,94.89
BH006900,C01643,D00809,Srinagar,8.43
BH006901,C01515,D01474,Giridih,42.14
BH006902,C01380,D00881,Mangalore,98.3
BH006903,C00069,D00696,Navi Mumbai,39.16
BH006904,C01339,D00222,Ghaziabad,59.8
BH006905,C00094,D00554,Jhansi,71.71
BH006906,C01709,D00505,Tadepalligudem,18.96
BH006907,C00515,D00112,Eluru,39.23
BH006908,C00595,D00667,Vijayanagaram,21.03
BH006909,C00329,D00968,Fatehpur,58.82
BH006910,C00518,D00550,Mango,15.63
BH006911,C01557,D00207,Rajahmundry,63.15
BH006912,C00950,D01177,Bidar,15.02
BH006913,C01884,D01257,Thane,39.8
BH006914,C01025,D00572,Dharmavaram,31.91
BH006915,C00946,D00042,Srinagar,4.7
BH006916,C01285,D00686,Patna,90.25
BH006917,C01885,D01480,Nagercoil,92.17
BH006918,C00655,D00774,Haridwar,48.24
BH006919,C00116,D00103,Durgapur,91.6
BH006920,C00386,D00973,Berhampur,21.8
BH006921,C00030,D00692,Bidar,58.8
BH006922,C01843,D00152,Ramgarh,66.56
BH006923,C00434,D01142,Junagadh,97.55
BH006924,C00701,D00831,Darbhanga,64.54
BH006925,C00975,D00760,Uluberia,88.47
BH006926,C00581,D00470,Mysore,36.97
BH006927,C00847,D01134,Sangli-Miraj & Kupwad,47.94
BH006928,C01133,D01063,Kishanganj,96.39
BH006929,C01340,D00949,Anand,24.13
BH006930,C00562,D00927,Shimoga,63.77
BH006931,C00452,D00300,Bhiwandi,71.17
BH006932,C01680,D00256,Vijayawada,35.37
BH006933,C01616,D00298,Etawah,85.57
BH006934,C01083,D00252,Malegaon,93.83
BH006935,C01580,D00960,Muzaffarnagar,33.42
BH006936,C01534,D00179,Bhopal,73.48
BH006937,C00682,D01043,Jodhpur,46.55
BH006938,C01014,D00434,Suryapet,31.36
BH006939,C01549,D00360,Kota,81.76
BH006940,C01055,D01481,Khammam,10.82
BH006941,C01494,D00624,Khandwa,39.59
BH006942,C01382,D00325,Fatehpur,35.9
BH006943,C01674,D01126,Tirupati,36.09
BH006944,C01188,D00835,Tirunelveli,32.72
BH006945,C00844,D01218,Berhampur,4.18
BH006946,C01902,D00513,Bharatpur,70.53
BH006947,C00917,D00776,Ludhiana,15.34
BH006948,C01167,D00968,Ongole,73.68
BH006949,C01057,D01305,Kollam,63.74
BH006950,C00181,D00263,Mangalore,56.4
BH006951,C00377,D00086,Sikar,32.61
BH006952,C01500,D00471,Tezpur,33.85
BH006953,C00983,D01100,Lucknow,83.92
BH006954,C00406,D00679,Mehsana,64.12
BH006955,C00471,D00757,Ambarnath,39.65
BH006956,C00093,D01424,Davanagere,7.01
BH006957,C00295,D00023,Morbi,30.69
BH006958,C00118,D01085,Agartala,61.88
BH006959,C00967,D01152,Ambala,54.51
BH006960,C00452,D00300,Bihar Sharif,15.53
BH006961,C01210,D00083,Hosur,14.27
BH006962,C00034,D00791,Begusarai,36.17
BH006963,C01551,D00908,Nagaon,31.14
BH006964,C01375,D01334,Erode,60.61
BH006965,C00341,D01394,Mumbai,3.29
BH006966,C01467,D01075,Muzaffarnagar,56.78
BH006967,C01839,D01233,Morena,55.7
BH006968,C00053,D01151,Mathura,80.53
BH006969,C01387,D01040,Bidhannagar,66.76
BH006970,C01659,D00669,Guna,19.81
BH006971,C00112,D01443,Gandhidham,53.85
BH006972,C00436,D00847,Motihari,99.87
BH006973,C00603,D00572,Kakinada,40.29
BH006974,C01408,D01012,South Dumdum,2.4
BH006975,C01948,D01083,Aurangabad,50.58
BH006976,C00637,D01339,Shimla,39.92
BH006977,C00804,D00266,Hosur,60.76
BH006978,C01409,D01090,Thrissur,22.2
BH006979,C01904,D00769,Kakinada,68.0
BH006980,C01158,D00946,Hosur,21.04
BH006981,C00837,D01059,Haridwar,15.88
BH006982,C01398,D01105,Nagpur,90.54
BH006983,C00034,D00791,Raiganj,33.54
BH006984,C00371,D01355,Saharanpur,78.71
BH006985,C00875,D00141,Baranagar,57.09
BH006986,C01624,D01380,Guna,37.7
BH006987,C01159,D00834,Akola,21.07
BH006988,C01871,D00848,Raurkela Industrial Township,32.74
BH006989,C01505,D00664,Bettiah,48.78
BH006990,C01295,D01495,Anand,71.78
BH006991,C01807,D01206,Narasaraopet,92.18
BH006992,C01680,D00256,Khammam,47.36
BH006993,C00113,D00409,Malegaon,46.75
BH006994,C00395,D00195,Kumbakonam,25.33
BH006995,C00515,D00085,Siliguri,41.62
BH006996,C00216,D01282,Purnia,35.34
BH006997,C01920,D00593,Bulandshahr,59.95
BH006998,C01523,D01243,Ahmedabad,8.69
BH006999,C00099,D00547,Lucknow,87.01
BH007000,C00811,D01111,Jaipur,50.22
BH007001,C01125,D00697,Siliguri,75.78
BH007002,C01529,D00851,Pallavaram,94.26
BH007003,C01262,D00832,Shivpuri,27.18
BH007004,C00514,D00252,Ludhiana,88.95
BH007005,C01545,D00494,Cuttack,68.02
BH007006,C01631,D00406,Anantapuram,8.34
BH007007,C01961,D00585,Howrah,62.16
BH007008,C00664,D01227,Bellary,80.0
BH007009,C00471,D00569,Kalyan-Dombivli,29.97
BH007010,C00097,D00272,Firozabad,69.54
BH007011,C00482,D01289,Erode,54.45
BH007012,C01116,D01083,Bareilly,12.13
BH007013,C01187,D00267,Bhiwandi,19.06
BH007014,C00961,D00731,Sambalpur,58.56
BH007015,C01648,D01212,Pune,64.54
BH007016,C01618,D01499,Farrukhabad,49.4
BH007017,C01012,D01402,Barasat,63.16
BH007018,C01250,D00357,Tiruchirappalli,9.11
BH007019,C01380,D00881,Udaipur,15.99
BH007020,C01638,D01363,Katni,7.68
BH007021,C00441,D00023,Salem,50.12
BH007022,C00752,D00101,Asansol,3.11
BH007023,C01285,D00396,Sikar,24.05
BH007024,C00204,D01099,Madhyamgram,15.19
BH007025,C00150,D00723,Kochi,24.24
BH007026,C01692,D00091,Berhampur,63.72
BH007027,C01405,D00308,Raiganj,67.89
BH007028,C00597,D00043,Akola,59.36
BH007029,C00364,D00429,Haridwar,16.8
BH007030,C00094,D00554,Bhilwara,24.44
BH007031,C01125,D01114,Mahbubnagar,91.51
BH007032,C00992,D00715,Madhyamgram,3.5
BH007033,C00231,D00081,Bhavnagar,62.24
BH007034,C01238,D00044,Kolkata,89.76
BH007035,C01943,D00734,Jodhpur,9.77
BH007036,C01584,D00464,Loni,48.6
BH007037,C00656,D01463,Vellore,90.4
BH007038,C01429,D01400,Gorakhpur,0.78
BH007039,C00012,D00841,Ludhiana,65.62
BH007040,C01309,D00137,Ambarnath,7.92
BH007041,C00949,D00501,Siliguri,86.88
BH007042,C01727,D00896,Mehsana,82.08
BH007043,C00357,D01409,Unnao,84.99
BH007044,C01085,D00552,Rampur,25.72
BH007045,C00448,D00981,Thanjavur,90.97
BH007046,C00986,D00343,Bhatpara,37.27
BH007047,C00149,D00088,Shimla,28.47
BH007048,C01010,D00768,Bettiah,43.54
BH007049,C00237,D00189,Sasaram,46.52
BH007050,C01283,D00793,Bhilwara,89.79
BH007051,C01414,D01425,Ambattur,1.08
BH007052,C00989,D01032,Chinsurah,53.3
BH007053,C00382,D01411,Solapur,84.38
BH007054,C00110,D00944,Madhyamgram,62.32
BH007055,C01346,D00210,Alappuzha,71.9
BH007056,C00020,D00445,Narasaraopet,93.31
BH007057,C00414,D01196,Kulti,62.71
BH007058,C01164,D00230,Navi Mumbai,17.87
BH007059,C00420,D01017,Sambalpur,11.33
BH007060,C01365,D01350,Rohtak,1.26
BH007061,C00768,D00703,Allahabad,87.04
BH007062,C00440,D00273,Cuttack,26.53
BH007063,C00156,D01295,Akola,13.88
BH007064,C01508,D00374,Ujjain,18.69
BH007065,C00924,D00888,Visakhapatnam,16.02
BH007066,C00303,D00072,Motihari,88.41
BH007067,C00181,D00263,Panchkula,11.17
BH007068,C00895,D00843,Nadiad,56.4
BH007069,C01486,D00851,Ratlam,16.56
BH007070,C01955,D00262,Medininagar,21.51
BH007071,C01824,D00880,Berhampur,49.41
BH007072,C00055,D00851,Jaunpur,74.93
BH007073,C00171,D00663,Tirupati,44.59
BH007074,C00227,D00053,Bhilai,80.32
BH007075,C01891,D00127,Dewas,79.47
BH007076,C01520,D01450,Patiala,41.14
BH007077,C00278,D01215,Sonipat,17.95
BH007078,C00197,D00138,Nagpur,18.88
BH007079,C00814,D00491,Hazaribagh,75.4
BH007080,C00886,D00260,Arrah,23.39
BH007081,C00033,D01422,Bally,17.11
BH007082,C01260,D00890,Sri Ganganagar,8.37
BH007083,C01405,D01278,Rourkela,20.87
BH007084,C01756,D00600,Raiganj,28.29
BH007085,C01380,D00881,Ratlam,36.1
BH007086,C00405,D00334,Jamnagar,60.83
BH007087,C00576,D00326,Medininagar,6.06
BH007088,C00702,D00482,Navi Mumbai,44.74
BH007089,C01629,D00915,Alwar,0.26
BH007090,C00532,D00996,Etawah,31.99
BH007091,C01122,D00087,Haldia,41.29
BH007092,C01003,D00065,Berhampore,6.23
BH007093,C01601,D00657,Junagadh,50.42
BH007094,C00894,D00279,Ambarnath,61.0
BH007095,C00102,D00264,Mau,0.69
BH007096,C01342,D00383,Bikaner,99.62
BH007097,C01333,D01046,Pudukkottai,39.27
BH007098,C01352,D00236,Jorhat,83.08
BH007099,C00696,D00886,Patna,32.19
BH007100,C01471,D00545,Kanpur,8.42
BH007101,C01849,D00835,Nagaon,44.19
BH007102,C00931,D00970,Patna,24.24
BH007103,C01485,D00120,Satara,54.85
BH007104,C01157,D01035,Jehanabad,11.78
BH007105,C01413,D00756,Mumbai,13.04
BH007106,C00740,D00121,Bhavnagar,9.0
BH007107,C00323,D00918,Tiruvottiyur,82.64
BH007108,C00524,D00473,Junagadh,42.72
BH007109,C00401,D01339,Motihari,53.42
BH007110,C00150,D00953,Shivpuri,59.65
BH007111,C00746,D01320,Kolhapur,17.88
BH007112,C00085,D00920,Ambala,31.48
BH007113,C00136,D00133,Aligarh,63.8
BH007114,C01704,D01475,Narasaraopet,85.59
BH007115,C00973,D00904,Rajpur Sonarpur,71.9
BH007116,C00944,D00760,Vadodara,66.83
BH007117,C00557,D00830,Bhalswa Jahangir Pur,93.92
BH007118,C01757,D00305,Guwahati,56.67
BH007119,C01869,D00557,Tenali,55.62
BH007120,C01950,D00467,Mumbai,63.08
BH007121,C00184,D00429,Latur,89.42
BH007122,C01609,D00979,Nagpur,82.95
BH007123,C00918,D00564,Shimla,66.02
BH007124,C00052,D00594,Kollam,63.47
BH007125,C01113,D00325,Gorakhpur,94.0
BH007126,C01111,D01372,Morena,52.12
BH007127,C01183,D00925,Ghaziabad,91.39
BH007128,C00205,D01323,Ratlam,82.09
BH007129,C00687,D00449,Bhusawal,49.98
BH007130,C01424,D01216,Hospet,46.47
BH007131,C00853,D01362,Nizamabad,58.45
BH007132,C00693,D00333,Dindigul,26.8
BH007133,C00818,D01047,Etawah,2.9
BH007134,C00992,D00715,Lucknow,56.82
BH007135,C01619,D00237,Motihari,44.99
BH007136,C00628,D00900,Jaipur,7.51
BH007137,C01843,D00440,New Delhi,87.0
BH007138,C00956,D00384,Rohtak,12.89
BH007139,C00313,D00134,Dibrugarh,20.56
BH007140,C00009,D00754,Dewas,70.4
BH007141,C00717,D00083,Jammu,30.53
BH007142,C01034,D01331,Sikar,44.04
BH007143,C01346,D01099,Navi Mumbai,32.26
BH007144,C00389,D00193,Ramagundam,14.88
BH007145,C01265,D00192,Ulhasnagar,63.61
BH007146,C01320,D00337,Latur,53.21
BH007147,C01074,D00083,Gaya,78.38
BH007148,C00739,D00076,Vijayawada,17.47
BH007149,C00940,D01322,Vijayawada,61.94
BH007150,C01795,D00387,Jodhpur,21.5
BH007151,C01485,D00665,Dehri,70.06
BH007152,C01827,D00133,Ghaziabad,16.34
BH007153,C01846,D00335,Agartala,3.0
BH007154,C01671,D00884,Siwan,57.53
BH007155,C00822,D00795,Ratlam,19.54
BH007156,C01242,D00457,Chennai,76.58
BH007157,C00587,D00036,Nangloi Jat,26.66
BH007158,C01388,D00267,Bidar,24.85
BH007159,C01142,D00398,Tumkur,31.91
BH007160,C01555,D01181,Gorakhpur,79.61
BH007161,C00711,D01328,Bangalore,71.01
BH007162,C01235,D01187,Baranagar,55.31
BH007163,C01133,D01329,Jammu,66.15
BH007164,C00830,D00886,Asansol,78.9
BH007165,C00319,D00577,Amroha,24.89
BH007166,C01994,D01410,Suryapet,83.04
BH007167,C01755,D01235,Jamnagar,89.5
BH007168,C01924,D00019,Ujjain,63.08
BH007169,C00116,D00478,Arrah,41.1
BH007170,C00399,D00949,Bhind,27.02
BH007171,C00122,D01499,Bijapur,26.18
BH007172,C01798,D01328,Jalandhar,9.19
BH007173,C00816,D00233,Suryapet,25.54
BH007174,C01412,D01281,Ghaziabad,17.71
BH007175,C01790,D00897,Srinagar,21.18
BH007176,C00351,D01128,Ambattur,55.66
BH007177,C00373,D00615,Guntur,19.5
BH007178,C00941,D00788,Kirari Suleman Nagar,28.33
BH007179,C00546,D01109,Jabalpur,36.31
BH007180,C01468,D00488,Kamarhati,74.02
BH007181,C01811,D00727,Berhampore,20.34
BH007182,C01785,D00145,Gopalpur,93.4
BH007183,C00173,D00482,Salem,10.53
BH007184,C00696,D00316,Tiruchirappalli,88.94
BH007185,C00543,D00837,Sri Ganganagar,99.16
BH007186,C00681,D00558,Shimoga,64.15
BH007187,C00342,D00088,Hosur,63.18
BH007188,C01089,D00086,Arrah,17.96
BH007189,C01281,D01230,Rampur,37.86
BH007190,C01036,D01104,Pimpri-Chinchwad,89.92
BH007191,C00153,D00291,Jalna,62.4
BH007192,C00252,D00282,Kanpur,27.31
BH007193,C01006,D01407,Berhampur,90.21
BH007194,C01353,D01114,Kurnool,28.83
BH007195,C01202,D00360,Hosur,87.84
BH007196,C00906,D00096,Nagpur,25.32
BH007197,C01492,D00745,Vasai-Virar,32.32
BH007198,C01335,D00584,Nashik,37.47
BH007199,C01322,D00001,Durgapur,36.01
BH007200,C01750,D00610,Bhagalpur,6.12
BH007201,C00648,D00685,Loni,26.11
BH007202,C01934,D00576,Sonipat,79.69
BH007203,C00452,D00300,Bharatpur,48.01
BH007204,C01165,D01224,Anand,91.74
BH007205,C01839,D01233,Uluberia,4.87
BH007206,C01962,D00299,Bhimavaram,81.28
BH007207,C01143,D01203,Bareilly,26.01
BH007208,C01516,D00847,Mehsana,99.76
BH007209,C00053,D00208,Sangli-Miraj & Kupwad,14.03
BH007210,C00829,D00062,Ongole,90.41
BH007211,C00489,D00869,Tiruvottiyur,53.51
BH007212,C01394,D01424,Nellore,93.98
BH007213,C00632,D00852,Silchar,74.48
BH007214,C01676,D00889,Motihari,7.1
BH007215,C00551,D00031,Panihati,41.58
BH007216,C00872,D00639,Katni,73.64
BH007217,C01210,D00595,Karnal,11.42
BH007218,C00055,D00851,Bareilly,80.9
BH007219,C01219,D00110,Firozabad,24.23
BH007220,C00914,D00916,Surendranagar Dudhrej,60.71
BH007221,C01805,D01362,Unnao,79.9
BH007222,C01630,D00703,Mehsana,51.89
BH007223,C01006,D01407,Ludhiana,38.58
BH007224,C00019,D01482,Alwar,7.75
BH007225,C01583,D00498,Rampur,43.78
BH007226,C00717,D00083,Bilaspur,10.24
BH007227,C01845,D00509,Thoothukudi,31.84
BH007228,C00285,D00684,Dindigul,8.14
BH007229,C00091,D00780,Medininagar,90.98
BH007230,C01560,D01133,Kulti,18.72
BH007231,C00985,D01412,Jaunpur,55.79
BH007232,C01662,D00532,Haldia,78.92
BH007233,C01971,D00348,Phusro,96.19
BH007234,C01309,D01433,Khammam,11.28
BH007235,C00354,D01499,Bettiah,55.42
BH007236,C01820,D00093,Amritsar,26.43
BH007237,C01438,D01179,Karaikudi,14.1
BH007238,C00076,D00171,Karimnagar,61.85
BH007239,C01563,D01183,Srikakulam,61.79
BH007240,C01668,D00124,Hajipur,75.25
BH007241,C00928,D00589,Gulbarga,16.39
BH007242,C01908,D00537,Yamunanagar,64.73
BH007243,C00586,D00867,Nadiad,27.83
BH007244,C00553,D01441,Etawah,25.74
BH007245,C00029,D00409,Ozhukarai,22.28
BH007246,C01001,D00126,Shahjahanpur,24.67
