transaction_id,customer_id,device_id,merchant_id,receiver_account,transaction_amount,transaction_timestamp,fraud_flag
T0010722,C01543,D01047,M0042,B002065,39.42,2025-10-09 18:28:26,0
T0010723,C01552,D00445,M0094,B000632,106.7,2025-07-05 13:49:13,0
T0010724,C01518,D00344,M0024,B002467,328.15,2025-08-23 03:09:45,0
T0010725,C00967,D00034,M0030,B000464,177.51,2025-09-26 01:47:53,0
T0010726,C01895,D01327,M0010,B001621,75.29,2025-06-11 06:03:04,0
T0010727,C01534,D00179,M0069,B000820,69.89,2025-08-19 21:39:51,0
T0010728,C01860,D00065,M0065,B000452,91.25,2025-09-01 20:06:23,0
T0010729,C01260,D01250,M0007,B001445,29.23,2025-09-27 22:19:35,0
T0010730,C00382,D01203,M0088,B000587,150.77,2026-01-25 06:23:32,0
T0010731,C00186,D00976,M0047,B000451,67.92,2025-08-19 09:36:17,0
T0010732,C00510,D00876,M0049,B000925,286.95,2026-02-09 06:26:32,0
T0010733,C00101,D00174,M0017,B002117,211.93,2025-11-26 18:37:10,1
T0010734,C00719,D00205,M0075,B001411,141.44,2025-11-14 09:16:21,0
T0010735,C01657,D00291,M0060,B002227,67.93,2026-01-23 23:46:21,0
T0010736,C00218,D00221,M0013,B001066,35.35,2025-09-03 13:18:22,0
T0010737,C00064,D00777,M0011,B001307,224.52,2026-03-23 13:48:46,1
T0010738,C00822,D00795,M0091,B002041,99.95,2026-01-01 04:44:28,0
T0010739,C01167,D00684,M0054,B001720,38.19,2025-08-13 22:14:37,1
T0010740,C01887,D00979,M0090,B001194,32.57,2025-07-06 11:16:49,0
T0010741,C01053,D00024,M0059,B000629,27.12,2026-01-25 19:39:47,0
T0010742,C00750,D00801,M0075,B000417,225.2,2026-01-25 01:34:31,0
T0010743,C01183,D00925,M0020,B001397,39.01,2026-03-27 17:00:11,0
T0010744,C00269,D01333,M0033,B000494,112.19,2026-05-24 20:52:11,0
T0010745,C01759,D00994,M0077,B002304,90.1,2025-09-06 18:26:48,0
T0010746,C00362,D01424,M0087,B002111,129.99,2025-11-28 23:07:13,1
T0010747,C01085,D00552,M0030,B000380,314.52,2025-11-29 14:03:46,0
T0010748,C01735,D01284,M0097,B001926,303.46,2026-02-04 08:56:11,0
T0010749,C00435,D00979,M0063,B002688,89.97,2026-05-07 02:03:27,0
T0010750,C00003,D01005,M0048,B000432,2.32,2026-03-07 13:39:53,0
T0010751,C00749,D00070,M0052,B001390,83.38,2025-07-26 01:20:47,0
T0010752,C00540,D00892,M0063,B002990,139.78,2025-08-29 04:09:56,0
T0010753,C01264,D00890,M0075,B001293,122.39,2026-05-14 22:32:42,0
T0010754,C01240,D00359,M0005,B001473,158.05,2025-06-29 17:21:39,0
T0010755,C01790,D00024,M0053,B001057,25.1,2026-04-04 01:49:54,1
T0010756,C00859,D00054,M0062,B000443,156.0,2025-08-09 08:26:38,0
T0010757,C01088,D01182,M0040,B001621,30.25,2026-03-29 07:20:27,0
T0010758,C01929,D00980,M0001,B002721,208.26,2026-04-01 12:39:22,0
T0010759,C00443,D00231,M0025,B001904,62.12,2026-01-01 02:28:52,0
T0010760,C00126,D01111,M0033,B002512,185.63,2025-06-14 00:58:32,0
T0010761,C00771,D00303,M0013,B001682,7.36,2025-12-13 12:44:32,0
T0010762,C00698,D00243,M0058,B002099,78.6,2026-03-21 05:37:31,0
T0010763,C01931,D00648,M0080,B000068,183.13,2025-10-10 18:46:30,0
T0010764,C00960,D01233,M0065,B002050,38.6,2026-03-31 15:32:28,0
T0010765,C00578,D01076,M0094,B002694,237.92,2025-09-20 03:55:12,0
T0010766,C00823,D01117,M0005,B001462,149.45,2025-10-09 05:23:39,0
T0010767,C00940,D01322,M0014,B000118,132.85,2025-08-10 23:40:40,0
T0010768,C01441,D01246,M0073,B002381,65.44,2026-02-17 10:16:24,0
T0010769,C01200,D01403,M0028,B002401,98.8,2026-04-05 01:55:50,0
T0010770,C01106,D00549,M0072,B001106,136.45,2025-12-11 07:48:30,0
T0010771,C00241,D01117,M0047,B000464,95.93,2026-02-22 04:57:20,0
T0010772,C01682,D01017,M0093,B002240,179.75,2025-10-13 19:30:32,0
T0010773,C01617,D01297,M0098,B001080,85.29,2025-11-24 08:54:40,1
T0010774,C01113,D00325,M0093,B000865,33.9,2025-11-01 22:45:50,0
T0010775,C01033,D00232,M0053,B001985,36.11,2026-05-12 23:24:23,0
T0010776,C00168,D00887,M0087,B001345,0.87,2025-07-28 14:44:28,0
T0010777,C01011,D01092,M0085,B001320,53.71,2025-07-11 08:10:47,0
T0010778,C00605,D01455,M0087,B002767,207.3,2026-04-12 01:13:14,0
T0010779,C01792,D00096,M0076,B000887,237.1,2025-07-09 05:52:53,0
T0010780,C01150,D00407,M0015,B000158,33.93,2026-01-30 12:20:38,0
T0010781,C01178,D00055,M0047,B000700,479.29,2026-04-01 00:49:22,0
T0010782,C00026,D00964,M0082,B000750,104.69,2026-02-10 17:12:23,0
T0010783,C00633,D00503,M0022,B001855,373.3,2025-06-26 16:36:19,0
T0010784,C01029,D00187,M0081,B000026,184.02,2026-03-22 16:31:18,0
T0010785,C01382,D00260,M0098,B002954,192.25,2026-05-14 10:54:10,0
T0010786,C01220,D01367,M0054,B001610,13.33,2025-12-18 23:09:09,1
T0010787,C00372,D01430,M0073,B000640,37.27,2025-08-01 10:29:02,0
T0010788,C01878,D00811,M0069,B001544,1.33,2025-09-13 06:58:30,0
T0010789,C00661,D00086,M0013,B001004,188.88,2025-06-28 12:27:24,0
T0010790,C00498,D01298,M0094,B001440,63.34,2025-09-18 09:44:00,0
T0010791,C01467,D01075,M0086,B000117,231.72,2026-04-25 19:14:19,0
T0010792,C00910,D01469,M0032,B002222,62.09,2026-05-23 03:17:34,0
T0010793,C00782,D00473,M0080,B002468,256.67,2026-04-18 08:03:01,0
T0010794,C00867,D00101,M0050,B002163,21.01,2026-05-11 22:40:24,0
T0010795,C00317,D00028,M0061,B000621,28.56,2025-09-24 12:39:13,0
T0010796,C01421,D00361,M0078,B002246,62.53,2025-10-16 12:09:45,0
T0010797,C01606,D00343,M0043,B002125,78.76,2025-09-05 04:38:00,0
T0010798,C01589,D00092,M0004,B000194,64.32,2025-07-20 16:24:40,0
T0010799,C01999,D00657,M0096,B001440,216.36,2025-12-02 10:45:48,0
T0010800,C00915,D00302,M0075,B001173,15.3,2025-12-13 04:02:15,0
T0010801,C01770,D01056,M0003,B001539,64.9,2026-02-06 04:09:57,0
T0010802,C00035,D01367,M0035,B000066,272.32,2026-03-10 04:17:44,0
T0010803,C01044,D00091,M0098,B002187,10.37,2026-01-31 13:06:45,0
T0010804,C00537,D00452,M0066,B002325,427.99,2025-09-04 19:40:32,0
T0010805,C01694,D00080,M0073,B001322,643.74,2025-09-02 15:22:16,0
T0010806,C00706,D00772,M0010,B000756,13.91,2026-02-01 07:40:53,0
T0010807,C00153,D01107,M0029,B002824,51.64,2026-02-28 22:44:33,0
T0010808,C01326,D00231,M0012,B002727,69.88,2025-06-20 10:58:38,0
T0010809,C00216,D00783,M0005,B002951,224.68,2026-02-14 19:56:28,0
T0010810,C01543,D01047,M0051,B001247,135.92,2025-10-25 13:20:55,0
T0010811,C00620,D00770,M0087,B002364,155.08,2026-02-11 22:15:01,0
T0010812,C00655,D00315,M0034,B001871,212.52,2025-09-08 12:17:40,0
T0010813,C00477,D01354,M0054,B002999,18.83,2026-03-14 02:35:11,0
T0010814,C01705,D00702,M0100,B002874,268.65,2026-01-11 16:08:05,0
T0010815,C01524,D01322,M0094,B000240,183.43,2025-08-29 19:11:46,0
T0010816,C01195,D00396,M0042,B000605,129.18,2025-08-04 16:28:37,0
T0010817,C00679,D01217,M0002,B002892,330.73,2025-11-19 16:01:01,0
T0010818,C01336,D00485,M0078,B002564,180.75,2025-10-17 09:08:06,0
T0010819,C01869,D00557,M0006,B001429,33.79,2026-04-09 14:15:06,0
T0010820,C01808,D01462,M0082,B002658,84.25,2026-05-06 08:20:50,0
T0010821,C01543,D01047,M0041,B001467,102.2,2025-08-23 02:55:03,0
T0010822,C00136,D00133,M0014,B002256,8.52,2025-06-17 13:30:53,0
T0010823,C00592,D00889,M0017,B002330,463.96,2026-01-15 23:19:30,0
T0010824,C00247,D01321,M0100,B000005,20.64,2025-10-27 21:25:22,0
T0010825,C00067,D00917,M0095,B000730,179.33,2026-04-07 06:11:31,1
T0010826,C00436,D01193,M0057,B002892,105.85,2025-07-20 03:47:41,1
T0010827,C00137,D00129,M0047,B000276,3.89,2026-05-26 01:16:37,0
T0010828,C01339,D01095,M0087,B002198,388.04,2025-09-15 21:45:54,0
T0010829,C01009,D00016,M0056,B002366,286.42,2025-12-27 20:51:15,0
T0010830,C00260,D00166,M0068,B001324,111.43,2026-01-22 07:39:48,0
T0010831,C01839,D01233,M0031,B001130,39.0,2026-04-19 20:41:26,0
T0010832,C00769,D00691,M0038,B000075,19.45,2026-02-22 20:19:11,0
T0010833,C00497,D00422,M0098,B000892,67.74,2026-03-16 19:20:39,1
T0010834,C01328,D00447,M0034,B001807,44.24,2025-12-04 16:33:11,0
T0010835,C00914,D00916,M0017,B000114,105.99,2025-06-30 12:39:44,0
T0010836,C00598,D00807,M0004,B000930,509.03,2025-06-10 20:23:24,0
T0010837,C00940,D01322,M0004,B000566,128.33,2026-03-28 06:32:02,0
T0010838,C01119,D00800,M0026,B001102,331.0,2025-08-17 06:20:56,1
T0010839,C00933,D00621,M0099,B002501,157.85,2026-04-09 07:01:28,0
T0010840,C01019,D01137,M0059,B001392,96.72,2025-10-23 22:19:43,0
T0010841,C01700,D00088,M0009,B000679,289.25,2025-12-17 12:42:21,0
T0010842,C00965,D00966,M0096,B000771,95.62,2026-02-13 18:17:52,0
T0010843,C01810,D01190,M0009,B002167,304.46,2026-03-22 06:05:19,0
T0010844,C01673,D00260,M0059,B001361,51.71,2025-07-26 23:35:08,0
T0010845,C01268,D00444,M0049,B002178,20.68,2026-04-01 04:58:33,0
T0010846,C00621,D00766,M0014,B002515,289.98,2026-01-02 00:54:05,0
T0010847,C00270,D00925,M0063,B002844,132.8,2026-02-17 21:03:14,0
T0010848,C00555,D01400,M0040,B001646,329.86,2026-05-09 20:05:29,0
T0010849,C00664,D01227,M0046,B001863,416.68,2026-05-20 22:17:21,1
T0010850,C01325,D00958,M0098,B001909,8.27,2026-03-19 10:40:57,1
T0010851,C01305,D01138,M0013,B002391,104.26,2025-08-09 07:54:17,0
T0010852,C00943,D00549,M0070,B000735,70.49,2026-03-27 10:27:09,0
T0010853,C00503,D00148,M0031,B000766,147.47,2025-10-31 04:35:35,0
T0010854,C01389,D00692,M0089,B000694,236.68,2026-03-05 02:49:03,0
T0010855,C00447,D00387,M0044,B000338,49.4,2026-05-08 22:04:34,0
T0010856,C01022,D01353,M0043,B000296,122.06,2026-06-03 23:01:25,0
T0010857,C00597,D01026,M0033,B002682,185.02,2026-05-02 02:55:40,0
T0010858,C01562,D00745,M0064,B002154,21.66,2025-11-24 11:44:37,0
T0010859,C00296,D00001,M0045,B000321,252.36,2026-05-05 05:03:20,0
T0010860,C00024,D00629,M0087,B002749,139.75,2026-04-12 03:14:30,0
T0010861,C01766,D00914,M0062,B000204,447.98,2026-05-03 01:44:26,0
T0010862,C01199,D00056,M0019,B002602,62.22,2025-12-11 12:22:03,0
T0010863,C01594,D01479,M0068,B002651,17.17,2026-03-12 17:21:44,0
T0010864,C01763,D00432,M0031,B001574,105.94,2025-07-02 14:48:15,0
T0010865,C00125,D00540,M0025,B001400,13.46,2025-11-06 06:30:47,0
T0010866,C00389,D01293,M0006,B000336,523.63,2026-03-29 00:52:33,0
T0010867,C00379,D00064,M0013,B000353,5.92,2025-09-17 22:10:42,1
T0010868,C01526,D01279,M0027,B000490,210.06,2025-06-21 12:23:34,0
T0010869,C01002,D00463,M0056,B000588,111.7,2026-02-11 07:15:50,1
T0010870,C00040,D00268,M0029,B000089,68.98,2025-09-25 19:36:03,0
T0010871,C00111,D01255,M0049,B002808,10.22,2025-12-28 18:23:01,0
T0010872,C01371,D00031,M0021,B002855,146.0,2025-06-29 10:03:47,0
T0010873,C00795,D01230,M0031,B002480,132.0,2026-04-26 20:09:57,1
T0010874,C00234,D00311,M0037,B002160,49.46,2025-10-12 21:54:13,1
T0010875,C00758,D00645,M0022,B001090,361.56,2025-08-14 16:05:13,0
T0010876,C01622,D00956,M0056,B001923,54.38,2025-07-14 09:42:19,0
T0010877,C01290,D01243,M0057,B002630,89.6,2025-09-27 21:15:45,0
T0010878,C00639,D00727,M0083,B001141,117.71,2026-01-21 04:26:24,0
T0010879,C01354,D00837,M0078,B001301,15.84,2025-12-07 02:48:31,0
T0010880,C01510,D01065,M0048,B001920,403.59,2025-11-22 10:29:14,0
T0010881,C01244,D01147,M0026,B001605,70.39,2025-07-16 03:43:46,0
T0010882,C01561,D00342,M0001,B002699,12.63,2025-10-23 17:49:00,0
T0010883,C00461,D00395,M0055,B000157,73.48,2025-08-09 10:23:09,0
T0010884,C01844,D01202,M0100,B000767,137.52,2025-10-18 14:28:08,0
T0010885,C01793,D00972,M0032,B002886,108.12,2025-08-03 21:25:54,0
T0010886,C00220,D01243,M0020,B002954,177.89,2026-03-06 09:18:00,0
T0010887,C00566,D00913,M0078,B000730,8.56,2025-10-13 19:58:26,0
T0010888,C00191,D00486,M0028,B001950,50.22,2026-03-22 11:31:26,0
T0010889,C01088,D01182,M0097,B000326,256.58,2025-09-13 15:20:46,0
T0010890,C01810,D01190,M0044,B002219,12.49,2025-07-09 05:19:17,0
T0010891,C00874,D00552,M0062,B002463,290.16,2026-03-20 15:09:27,0
T0010892,C01560,D01133,M0034,B002562,14.46,2026-02-06 17:46:16,0
T0010893,C00587,D00036,M0043,B000547,269.78,2026-04-10 00:20:24,0
T0010894,C00578,D00075,M0060,B002699,67.13,2026-01-13 06:23:09,0
T0010895,C00153,D01107,M0078,B000634,142.09,2025-12-04 14:00:09,0
T0010896,C01405,D01278,M0004,B000370,24.89,2026-05-13 16:40:55,0
T0010897,C00382,D01411,M0098,B002023,10.27,2026-06-04 03:34:20,1
T0010898,C00464,D00261,M0045,B001095,36.49,2025-07-22 01:06:16,0
T0010899,C01338,D00816,M0016,B000660,20.52,2025-11-05 04:08:03,0
T0010900,C00287,D01475,M0044,B002565,56.18,2025-12-26 23:05:58,0
T0010901,C00531,D00036,M0003,B001013,108.35,2025-06-30 21:51:09,0
T0010902,C01704,D01475,M0098,B000668,133.29,2025-08-26 19:43:03,0
T0010903,C01833,D00001,M0018,B001997,234.0,2026-02-17 13:55:10,0
T0010904,C00527,D00311,M0063,B001566,160.17,2025-09-05 11:16:54,0
T0010905,C01049,D00147,M0037,B002817,140.76,2025-10-13 03:55:39,1
T0010906,C01973,D01104,M0075,B001153,79.6,2025-11-22 14:26:54,0
T0010907,C00630,D01460,M0078,B002052,96.31,2025-07-17 18:26:19,0
T0010908,C00271,D01335,M0068,B002683,80.3,2025-10-24 20:36:40,0
T0010909,C00971,D00845,M0086,B001291,276.93,2025-11-19 00:34:53,1
T0010910,C01763,D00432,M0075,B000673,39.2,2025-06-19 05:49:09,0
T0010911,C01187,D01497,M0002,B002055,0.86,2025-07-03 15:12:22,0
T0010912,C01171,D00438,M0017,B001800,158.04,2025-06-24 19:28:58,0
T0010913,C01405,D01278,M0066,B002957,33.93,2026-06-08 00:26:58,0
T0010914,C01272,D00643,M0002,B000164,331.25,2026-04-25 16:06:43,0
T0010915,C01723,D00684,M0100,B001264,293.9,2026-03-18 08:32:20,1
T0010916,C00392,D00662,M0031,B002054,11.97,2025-06-18 03:47:42,0
T0010917,C00576,D01261,M0077,B002027,16.87,2025-12-19 02:20:42,0
T0010918,C00270,D00060,M0034,B001699,102.53,2026-01-20 21:35:28,0
T0010919,C01405,D00308,M0079,B002435,140.94,2025-08-04 02:34:05,0
T0010920,C01472,D00179,M0068,B002717,48.22,2026-02-01 01:42:36,0
T0010921,C00070,D00758,M0078,B000287,189.24,2026-01-03 16:51:40,0
T0010922,C01844,D01202,M0049,B001737,135.55,2025-09-27 11:36:23,0
T0010923,C00476,D01148,M0053,B002470,58.92,2026-05-14 19:23:42,0
T0010924,C00840,D01362,M0036,B001525,3.85,2025-12-28 18:00:34,0
T0010925,C01473,D00725,M0063,B002601,208.03,2025-06-12 05:07:09,0
T0010926,C00226,D01476,M0062,B001966,36.26,2026-03-30 10:19:06,1
T0010927,C00917,D00842,M0029,B002503,269.79,2026-05-08 00:58:36,0
T0010928,C00547,D01379,M0074,B001566,81.78,2026-01-12 22:38:48,0
T0010929,C00137,D00129,M0011,B002239,129.08,2025-06-23 02:31:54,0
T0010930,C01211,D00496,M0060,B001628,309.47,2025-08-03 20:18:54,0
T0010931,C00819,D00986,M0086,B001151,298.85,2025-07-15 09:54:59,0
T0010932,C00314,D01389,M0009,B001385,69.67,2025-09-10 16:23:27,0
T0010933,C01258,D00418,M0040,B001146,35.15,2026-03-21 08:39:33,0
T0010934,C00818,D01095,M0006,B000232,223.85,2025-06-19 21:05:37,0
T0010935,C00557,D00830,M0097,B001112,85.13,2025-07-01 17:14:04,0
T0010936,C01711,D00470,M0085,B002180,31.99,2025-09-14 08:42:13,0
T0010937,C01428,D01299,M0050,B000290,352.18,2025-12-08 04:22:01,0
T0010938,C01759,D00994,M0013,B002430,33.12,2025-12-31 05:49:55,0
T0010939,C00215,D00953,M0015,B000909,3.92,2025-07-03 07:09:27,1
T0010940,C01918,D01298,M0065,B001815,3.07,2026-02-16 09:48:50,0
T0010941,C01463,D00672,M0082,B002486,146.05,2026-04-18 07:39:03,1
T0010942,C01864,D00134,M0066,B000511,162.56,2026-02-26 06:24:21,0
T0010943,C01351,D00475,M0008,B002727,55.89,2026-04-26 12:30:43,0
T0010944,C00840,D00728,M0098,B002000,57.85,2025-10-24 07:07:46,0
T0010945,C01207,D00223,M0042,B002838,62.21,2025-06-10 06:10:30,0
T0010946,C00591,D00948,M0042,B001386,170.99,2026-02-03 17:37:20,0
T0010947,C00903,D01375,M0049,B000666,8.98,2026-05-07 06:56:49,0
T0010948,C00862,D00743,M0075,B000138,397.01,2026-02-11 12:51:15,0
T0010949,C00886,D00347,M0082,B002960,37.75,2025-07-18 00:16:51,0
T0010950,C01874,D01284,M0046,B000615,1203.93,2026-05-21 04:34:10,0
T0010951,C00440,D00273,M0065,B001257,28.22,2025-11-14 11:46:22,0
T0010952,C00702,D00587,M0066,B000374,221.46,2025-11-12 10:53:07,0
T0010953,C00084,D01435,M0082,B000126,37.93,2026-05-21 23:45:35,0
T0010954,C00555,D00345,M0059,B002188,12.65,2025-11-26 07:17:28,0
T0010955,C00862,D00206,M0021,B000382,311.84,2026-02-06 22:37:23,0
T0010956,C01996,D00923,M0053,B001748,293.58,2025-11-25 15:47:03,0
T0010957,C00906,D00148,M0081,B000083,77.52,2025-07-10 21:54:27,0
T0010958,C01527,D00773,M0044,B001963,181.8,2026-01-22 16:55:14,0
T0010959,C01693,D01054,M0093,B000021,122.15,2025-08-06 04:46:43,0
T0010960,C00215,D00953,M0005,B002720,287.55,2026-05-24 20:20:29,0
T0010961,C01696,D00845,M0048,B001669,56.76,2025-08-15 04:19:54,0
T0010962,C01630,D00703,M0012,B002495,111.25,2026-04-28 20:08:27,0
T0010963,C01007,D01409,M0015,B000914,99.65,2025-12-14 01:11:34,0
T0010964,C00069,D01161,M0022,B002593,65.52,2025-10-10 01:50:29,1
T0010965,C01806,D00548,M0089,B002326,333.09,2026-03-10 14:15:33,0
T0010966,C00949,D00517,M0090,B002760,27.21,2025-06-29 05:26:29,0
T0010967,C00428,D00733,M0053,B002385,24.29,2025-08-27 23:01:52,0
T0010968,C00148,D00390,M0008,B002719,129.03,2026-03-06 20:50:09,0
T0010969,C01661,D00435,M0100,B000026,160.72,2025-09-25 13:53:36,0
T0010970,C00622,D00998,M0017,B002970,32.47,2025-06-25 07:02:44,0
T0010971,C01197,D00740,M0041,B001322,74.32,2026-06-04 10:05:05,0
T0010972,C01199,D00056,M0039,B001419,439.39,2026-04-06 08:57:07,0
T0010973,C01851,D00522,M0010,B001977,42.48,2025-08-13 23:31:09,0
T0010974,C00650,D00754,M0033,B000093,165.56,2026-04-21 02:13:11,0
T0010975,C00109,D01194,M0009,B002628,202.15,2026-01-08 16:38:42,0
T0010976,C00281,D00517,M0043,B000051,89.17,2025-12-29 14:10:43,0
T0010977,C00609,D00002,M0072,B001440,415.95,2026-05-30 03:43:40,1
T0010978,C00118,D01085,M0082,B002731,200.14,2026-01-07 05:28:45,0
T0010979,C00178,D00250,M0063,B002604,91.85,2026-03-17 21:33:45,0
T0010980,C01858,D01263,M0052,B001542,126.36,2025-06-12 01:29:47,0
T0010981,C00453,D01045,M0037,B000608,176.95,2025-10-31 05:40:49,0
T0010982,C00654,D01123,M0031,B001916,134.54,2025-08-01 11:32:34,0
T0010983,C01978,D00506,M0044,B002482,316.42,2026-02-25 04:03:02,0
T0010984,C00399,D00949,M0032,B002503,66.22,2025-11-12 17:55:25,0
T0010985,C01842,D00183,M0082,B002798,53.48,2026-05-06 17:08:40,0
T0010986,C00445,D00622,M0066,B000518,36.09,2026-02-02 11:54:39,0
T0010987,C01629,D00915,M0041,B001317,5.78,2025-07-22 08:36:52,0
T0010988,C00459,D00123,M0093,B000787,6.59,2025-11-26 11:09:55,0
T0010989,C00976,D00075,M0074,B000420,306.1,2025-12-07 00:09:37,0
T0010990,C00404,D00926,M0011,B002986,170.16,2025-06-10 13:39:38,0
T0010991,C01798,D01328,M0028,B001243,162.06,2025-10-28 04:06:34,0
T0010992,C01149,D00254,M0046,B001740,143.04,2025-08-07 07:12:08,0
T0010993,C01351,D00475,M0078,B000476,283.79,2026-02-17 18:57:32,0
T0010994,C00024,D00629,M0064,B002004,98.17,2025-06-19 01:54:00,0
T0010995,C01308,D00330,M0001,B001583,306.51,2025-11-15 22:12:20,0
T0010996,C00788,D00084,M0001,B000185,66.81,2026-01-02 18:53:28,0
T0010997,C01766,D00234,M0046,B002535,391.99,2025-11-03 01:02:27,0
T0010998,C01113,D00043,M0042,B002294,179.93,2026-02-02 17:57:15,0
T0010999,C01779,D01220,M0050,B002889,44.59,2025-08-04 21:38:02,0
T0011000,C01327,D00771,M0096,B002246,124.55,2026-01-30 00:42:25,0
T0011001,C01088,D01182,M0023,B000049,114.22,2025-09-30 03:02:09,0
T0011002,C01374,D00150,M0023,B001515,22.26,2025-11-01 21:45:19,0
T0011003,C01295,D01495,M0057,B000696,134.2,2025-12-10 15:09:48,0
T0011004,C01499,D00629,M0045,B002860,56.7,2026-05-22 08:58:45,1
T0011005,C00576,D00190,M0097,B002257,8.07,2026-02-14 04:17:42,1
T0011006,C01230,D00608,M0047,B001073,445.38,2025-12-31 21:37:57,0
T0011007,C00647,D00050,M0011,B002830,153.87,2025-07-23 14:08:38,0
T0011008,C00826,D00701,M0066,B001805,314.24,2025-12-22 06:11:04,0
T0011009,C00088,D00682,M0037,B001529,169.08,2025-06-18 12:15:47,0
T0011010,C01600,D00168,M0013,B002046,66.24,2026-01-11 14:34:44,0
T0011011,C01223,D01157,M0041,B001364,107.83,2025-09-04 12:49:56,0
T0011012,C01000,D00605,M0049,B001048,168.93,2026-04-19 06:24:49,0
T0011013,C00777,D01121,M0047,B002860,483.78,2025-07-25 16:35:25,0
T0011014,C01979,D00674,M0031,B000022,43.89,2026-02-20 06:16:31,0
T0011015,C01207,D01283,M0026,B002501,311.89,2025-08-01 01:41:52,0
T0011016,C00924,D00007,M0095,B002552,386.71,2026-05-11 09:22:35,0
T0011017,C01969,D00423,M0094,B002007,166.49,2026-03-26 17:32:45,0
T0011018,C00154,D00860,M0040,B002413,401.63,2026-02-03 04:15:04,0
T0011019,C00323,D01332,M0047,B001608,76.09,2025-07-26 15:04:19,0
T0011020,C01455,D00992,M0009,B000560,458.69,2025-11-19 10:02:57,0
T0011021,C01334,D00194,M0049,B002108,181.99,2026-05-10 14:14:21,0
T0011022,C01741,D01200,M0036,B002294,6.44,2026-03-19 13:08:31,0
T0011023,C00582,D00342,M0043,B001770,356.07,2025-12-05 13:37:28,0
T0011024,C00404,D00926,M0022,B002662,99.38,2025-11-23 21:56:44,0
T0011025,C00278,D01215,M0097,B000162,92.52,2026-04-27 11:49:59,0
T0011026,C00380,D01435,M0004,B001365,125.37,2026-01-25 22:51:49,0
T0011027,C01313,D00416,M0011,B002039,24.27,2026-06-01 17:23:06,0
T0011028,C00534,D00833,M0099,B000365,95.0,2026-03-09 17:36:44,0
T0011029,C01209,D00432,M0065,B000183,266.79,2026-01-09 11:56:58,0
T0011030,C01047,D01304,M0054,B002500,2.34,2025-10-13 10:24:54,1
T0011031,C01411,D00817,M0057,B002601,47.81,2026-02-03 21:55:34,0
T0011032,C00366,D00064,M0010,B001720,0.37,2025-06-17 16:05:02,0
T0011033,C01198,D01245,M0009,B000383,80.6,2026-04-30 14:34:34,0
T0011034,C00091,D00780,M0081,B000749,195.47,2026-02-02 21:10:17,0
T0011035,C01859,D00879,M0036,B000354,240.5,2025-06-19 19:07:22,0
T0011036,C01734,D00637,M0087,B002200,435.58,2026-02-11 14:37:26,0
T0011037,C00269,D01333,M0039,B001502,140.67,2025-09-18 15:06:17,0
T0011038,C01916,D00757,M0059,B000812,44.08,2025-10-26 21:42:11,0
T0011039,C00560,D00050,M0073,B002737,386.85,2025-12-19 16:48:53,0
T0011040,C01345,D01007,M0040,B001422,223.96,2026-05-24 20:31:45,0
T0011041,C00155,D00649,M0056,B000096,128.15,2026-04-16 09:03:04,0
T0011042,C00752,D00101,M0017,B000375,178.43,2025-06-27 23:34:31,0
T0011043,C00268,D00534,M0074,B000722,387.18,2026-04-05 12:06:06,0
T0011044,C01390,D01249,M0054,B002886,186.92,2025-12-23 20:44:50,0
T0011045,C00206,D01054,M0062,B001476,68.92,2025-06-24 03:54:54,0
T0011046,C00147,D00642,M0006,B000681,187.26,2025-11-29 18:23:09,0
T0011047,C01749,D00078,M0024,B002658,6.17,2025-10-15 21:15:52,1
T0011048,C01670,D01473,M0018,B001380,73.27,2026-06-08 10:51:29,0
T0011049,C01687,D00762,M0016,B002086,78.21,2025-06-30 05:37:53,0
T0011050,C01890,D00866,M0001,B001344,27.38,2026-03-01 19:48:13,0
T0011051,C00505,D00137,M0095,B001947,3.5,2025-07-11 01:17:48,0
T0011052,C00912,D00847,M0012,B001759,21.47,2026-05-11 10:20:33,0
T0011053,C01952,D01091,M0005,B000569,159.47,2026-01-02 08:53:46,0
T0011054,C01286,D00099,M0096,B000473,243.14,2026-01-16 20:05:21,0
T0011055,C01547,D01214,M0070,B002912,665.99,2025-09-01 23:13:16,0
T0011056,C00085,D00920,M0081,B001586,63.78,2026-01-22 00:17:05,1
T0011057,C00862,D01228,M0074,B001656,137.21,2025-12-08 21:08:36,0
T0011058,C01083,D01154,M0092,B000241,415.04,2025-08-25 06:05:02,0
T0011059,C01234,D00298,M0028,B001825,27.42,2026-06-05 12:24:56,0
T0011060,C01531,D01470,M0053,B000541,189.69,2025-08-20 00:45:29,0
T0011061,C00097,D00710,M0079,B001117,210.96,2025-11-17 19:26:21,0
T0011062,C00307,D00030,M0012,B002583,13.98,2026-03-02 06:08:21,0
T0011063,C01190,D01009,M0092,B000674,296.26,2026-05-14 19:14:00,0
T0011064,C01195,D00396,M0043,B001274,251.58,2025-12-02 07:34:32,0
T0011065,C00101,D00653,M0058,B001713,5.1,2026-01-31 18:21:24,0
T0011066,C01651,D00136,M0029,B000469,14.33,2025-10-02 07:35:12,1
T0011067,C01026,D01242,M0066,B000051,7.56,2025-07-20 18:28:20,0
T0011068,C00571,D01200,M0020,B000327,61.14,2026-02-02 20:51:59,1
T0011069,C01750,D01225,M0010,B002829,106.78,2026-03-30 22:17:50,0
